model,split,site_id,target_date,actual,predicted
BiLSTM+Attention,val,77.427826_12.939647,2023-10-01,0.48738664,0.48417485
BiLSTM+Attention,val,77.427826_12.944139,2023-10-01,0.50076956,0.5061844
BiLSTM+Attention,val,77.427826_13.020495,2023-10-01,0.46609715,0.4703849
BiLSTM+Attention,val,77.427826_13.024987,2023-10-01,0.45698595,0.46252406
BiLSTM+Attention,val,77.427826_13.110327,2023-10-01,0.4230321,0.4354655
BiLSTM+Attention,val,77.427826_13.132785,2023-10-01,0.4782565,0.49582773
BiLSTM+Attention,val,77.432318_12.858799,2023-10-01,0.4651434,0.47296664
BiLSTM+Attention,val,77.432318_12.86329,2023-10-01,0.47126502,0.47213975
BiLSTM+Attention,val,77.432318_12.867782,2023-10-01,0.46292284,0.47365713
BiLSTM+Attention,val,77.432318_12.881256,2023-10-01,0.50565165,0.508349
BiLSTM+Attention,val,77.432318_12.885748,2023-10-01,0.59573597,0.5905668
BiLSTM+Attention,val,77.432318_12.957613,2023-10-01,0.487297,0.49369574
BiLSTM+Attention,val,77.432318_12.998037,2023-10-01,0.4183873,0.426253
BiLSTM+Attention,val,77.432318_13.087869,2023-10-01,0.42704737,0.43769485
BiLSTM+Attention,val,77.432318_13.092361,2023-10-01,0.38342214,0.39193243
BiLSTM+Attention,val,77.436809_12.818374,2023-10-01,0.595497,0.61083925
BiLSTM+Attention,val,77.436809_12.840832,2023-10-01,0.5125641,0.51329947
BiLSTM+Attention,val,77.436809_12.854307,2023-10-01,0.47876015,0.49686348
BiLSTM+Attention,val,77.436809_12.912697,2023-10-01,0.6089453,0.59187496
BiLSTM+Attention,val,77.436809_12.926172,2023-10-01,0.54187423,0.5423612
BiLSTM+Attention,val,77.436809_12.944139,2023-10-01,0.5080604,0.51102364
BiLSTM+Attention,val,77.436809_13.03397,2023-10-01,0.4400424,0.4515955
BiLSTM+Attention,val,77.441301_12.818374,2023-10-01,0.6039852,0.6063633
BiLSTM+Attention,val,77.441301_12.831849,2023-10-01,0.4973293,0.5068959
BiLSTM+Attention,val,77.441301_12.836341,2023-10-01,0.52623796,0.5332843
BiLSTM+Attention,val,77.441301_12.840832,2023-10-01,0.49955368,0.50024545
BiLSTM+Attention,val,77.441301_12.944139,2023-10-01,0.54542077,0.539412
BiLSTM+Attention,val,77.441301_12.94863,2023-10-01,0.49942818,0.4914097
BiLSTM+Attention,val,77.441301_13.056428,2023-10-01,0.42920408,0.4365726
BiLSTM+Attention,val,77.441301_13.069903,2023-10-01,0.44595844,0.45000148
BiLSTM+Attention,val,77.441301_13.083377,2023-10-01,0.43276173,0.4485834
BiLSTM+Attention,val,77.441301_13.110327,2023-10-01,0.41842481,0.42815182
BiLSTM+Attention,val,77.445793_12.840832,2023-10-01,0.5722134,0.57503974
BiLSTM+Attention,val,77.445793_12.86329,2023-10-01,0.587668,0.6019219
BiLSTM+Attention,val,77.445793_12.867782,2023-10-01,0.5668917,0.577698
BiLSTM+Attention,val,77.445793_12.912697,2023-10-01,0.51486003,0.50127774
BiLSTM+Attention,val,77.445793_12.957613,2023-10-01,0.4879351,0.48958594
BiLSTM+Attention,val,77.445793_12.984563,2023-10-01,0.5059188,0.48890096
BiLSTM+Attention,val,77.450284_12.809391,2023-10-01,0.552888,0.57514477
BiLSTM+Attention,val,77.450284_12.872273,2023-10-01,0.5663901,0.583823
BiLSTM+Attention,val,77.450284_12.89024,2023-10-01,0.566974,0.5744226
BiLSTM+Attention,val,77.450284_12.971088,2023-10-01,0.4754177,0.46928185
BiLSTM+Attention,val,77.450284_12.993546,2023-10-01,0.38721418,0.3755865
BiLSTM+Attention,val,77.450284_13.029478,2023-10-01,0.42746836,0.43873864
BiLSTM+Attention,val,77.450284_13.047445,2023-10-01,0.44001195,0.46441495
BiLSTM+Attention,val,77.450284_13.146259,2023-10-01,0.49304852,0.51319504
BiLSTM+Attention,val,77.454776_12.809391,2023-10-01,0.51784515,0.54317224
BiLSTM+Attention,val,77.454776_12.885748,2023-10-01,0.54830027,0.56470305
BiLSTM+Attention,val,77.454776_12.980071,2023-10-01,0.4274242,0.42697474
BiLSTM+Attention,val,77.454776_12.993546,2023-10-01,0.41308522,0.4028762
BiLSTM+Attention,val,77.454776_13.078886,2023-10-01,0.43879667,0.44443613
BiLSTM+Attention,val,77.454776_13.087869,2023-10-01,0.40250304,0.4209875
BiLSTM+Attention,val,77.454776_13.114818,2023-10-01,0.47960258,0.50723237
BiLSTM+Attention,val,77.454776_13.141768,2023-10-01,0.49643287,0.5158895
BiLSTM+Attention,val,77.459267_12.8049,2023-10-01,0.5868081,0.6138226
BiLSTM+Attention,val,77.459267_12.822866,2023-10-01,0.5562972,0.57167816
BiLSTM+Attention,val,77.459267_12.845324,2023-10-01,0.56014067,0.5731945
BiLSTM+Attention,val,77.459267_12.872273,2023-10-01,0.5377075,0.5581933
BiLSTM+Attention,val,77.459267_12.903714,2023-10-01,0.49107847,0.49518424
BiLSTM+Attention,val,77.459267_12.926172,2023-10-01,0.5361264,0.5350902
BiLSTM+Attention,val,77.459267_12.97558,2023-10-01,0.44215447,0.44303924
BiLSTM+Attention,val,77.459267_13.016004,2023-10-01,0.40285456,0.4071864
BiLSTM+Attention,val,77.459267_13.020495,2023-10-01,0.3964107,0.4086452
BiLSTM+Attention,val,77.459267_13.11931,2023-10-01,0.4764637,0.49775767
BiLSTM+Attention,val,77.463759_12.813883,2023-10-01,0.49807334,0.52215165
BiLSTM+Attention,val,77.463759_12.836341,2023-10-01,0.5571365,0.57663286
BiLSTM+Attention,val,77.463759_12.86329,2023-10-01,0.5740324,0.59678006
BiLSTM+Attention,val,77.463759_12.867782,2023-10-01,0.5560071,0.573766
BiLSTM+Attention,val,77.463759_12.872273,2023-10-01,0.531788,0.55227214
BiLSTM+Attention,val,77.463759_12.881256,2023-10-01,0.5836872,0.60255235
BiLSTM+Attention,val,77.463759_12.885748,2023-10-01,0.5872505,0.60505503
BiLSTM+Attention,val,77.463759_12.894731,2023-10-01,0.52685887,0.54256886
BiLSTM+Attention,val,77.463759_12.899223,2023-10-01,0.5294661,0.53832775
BiLSTM+Attention,val,77.463759_12.917189,2023-10-01,0.4845095,0.49835443
BiLSTM+Attention,val,77.463759_12.953122,2023-10-01,0.7391087,0.76328754
BiLSTM+Attention,val,77.463759_13.03397,2023-10-01,0.3953208,0.40328974
BiLSTM+Attention,val,77.463759_13.078886,2023-10-01,0.50726527,0.5479225
BiLSTM+Attention,val,77.46825_12.827358,2023-10-01,0.46972245,0.48390538
BiLSTM+Attention,val,77.46825_12.836341,2023-10-01,0.56452566,0.5828767
BiLSTM+Attention,val,77.46825_12.894731,2023-10-01,0.5070008,0.5186556
BiLSTM+Attention,val,77.46825_12.94863,2023-10-01,0.57875484,0.5767073
BiLSTM+Attention,val,77.46825_12.953122,2023-10-01,0.5141679,0.5084451
BiLSTM+Attention,val,77.46825_12.966596,2023-10-01,0.49223727,0.48616058
BiLSTM+Attention,val,77.46825_13.007021,2023-10-01,0.41281408,0.4192745
BiLSTM+Attention,val,77.46825_13.020495,2023-10-01,0.48054117,0.4725949
BiLSTM+Attention,val,77.46825_13.114818,2023-10-01,0.5205473,0.5410451
BiLSTM+Attention,val,77.46825_13.150751,2023-10-01,0.4311907,0.44717246
BiLSTM+Attention,val,77.46825_13.1777,2023-10-01,0.5216501,0.55023366
BiLSTM+Attention,val,77.472742_12.746509,2023-10-01,0.6244673,0.62330973
BiLSTM+Attention,val,77.472742_12.751001,2023-10-01,0.57827646,0.5796158
BiLSTM+Attention,val,77.472742_12.755492,2023-10-01,0.5952891,0.60761
BiLSTM+Attention,val,77.472742_12.795916,2023-10-01,0.5318464,0.5474411
BiLSTM+Attention,val,77.472742_12.836341,2023-10-01,0.5545846,0.5746889
BiLSTM+Attention,val,77.472742_12.984563,2023-10-01,0.4541449,0.43131757
BiLSTM+Attention,val,77.472742_13.087869,2023-10-01,0.46144992,0.5054895
BiLSTM+Attention,val,77.477234_12.764475,2023-10-01,0.5896442,0.59849477
BiLSTM+Attention,val,77.477234_12.782442,2023-10-01,0.52546173,0.5437576
BiLSTM+Attention,val,77.477234_12.840832,2023-10-01,0.55633575,0.5762961
BiLSTM+Attention,val,77.477234_12.899223,2023-10-01,0.46729416,0.47483635
BiLSTM+Attention,val,77.477234_12.935155,2023-10-01,0.6052589,0.58773327
BiLSTM+Attention,val,77.477234_12.944139,2023-10-01,0.53534204,0.5306624
BiLSTM+Attention,val,77.477234_12.94863,2023-10-01,0.5461842,0.5363326
BiLSTM+Attention,val,77.477234_12.971088,2023-10-01,0.5049061,0.5027124
BiLSTM+Attention,val,77.477234_13.002529,2023-10-01,0.408375,0.4189516
BiLSTM+Attention,val,77.477234_13.056428,2023-10-01,0.4631865,0.46448982
BiLSTM+Attention,val,77.481725_12.737526,2023-10-01,0.60106575,0.60129946
BiLSTM+Attention,val,77.481725_12.768967,2023-10-01,0.5845832,0.59726876
BiLSTM+Attention,val,77.481725_12.831849,2023-10-01,0.4983265,0.51875716
BiLSTM+Attention,val,77.481725_12.89024,2023-10-01,0.5465629,0.5683768
BiLSTM+Attention,val,77.481725_12.894731,2023-10-01,0.5137352,0.52792436
BiLSTM+Attention,val,77.481725_12.944139,2023-10-01,0.5481263,0.5440543
BiLSTM+Attention,val,77.481725_12.971088,2023-10-01,0.42969972,0.4288923
BiLSTM+Attention,val,77.481725_12.980071,2023-10-01,0.48294502,0.47065172
BiLSTM+Attention,val,77.481725_13.024987,2023-10-01,0.46192583,0.47368258
BiLSTM+Attention,val,77.481725_13.03397,2023-10-01,0.43899837,0.43359178
BiLSTM+Attention,val,77.481725_13.096852,2023-10-01,0.5447823,0.54753196
BiLSTM+Attention,val,77.481725_13.137276,2023-10-01,0.61994773,0.6284679
BiLSTM+Attention,val,77.486217_12.764475,2023-10-01,0.57948565,0.5897309
BiLSTM+Attention,val,77.486217_12.872273,2023-10-01,0.50320584,0.5312313
BiLSTM+Attention,val,77.486217_12.939647,2023-10-01,0.56359637,0.5614959
BiLSTM+Attention,val,77.486217_12.998037,2023-10-01,0.45580336,0.44788066
BiLSTM+Attention,val,77.486217_13.042953,2023-10-01,0.50959104,0.48906547
BiLSTM+Attention,val,77.486217_13.06092,2023-10-01,0.5278262,0.52223283
BiLSTM+Attention,val,77.486217_13.114818,2023-10-01,0.46101168,0.47027403
BiLSTM+Attention,val,77.486217_13.11931,2023-10-01,0.47828656,0.4872711
BiLSTM+Attention,val,77.490708_12.768967,2023-10-01,0.57124,0.59265226
BiLSTM+Attention,val,77.490708_12.8049,2023-10-01,0.54929894,0.5671168
BiLSTM+Attention,val,77.490708_12.849815,2023-10-01,0.5735866,0.5736457
BiLSTM+Attention,val,77.490708_12.89024,2023-10-01,0.5056101,0.5245345
BiLSTM+Attention,val,77.490708_13.051936,2023-10-01,0.5762403,0.57149124
BiLSTM+Attention,val,77.490708_13.087869,2023-10-01,0.5172814,0.53491575
BiLSTM+Attention,val,77.490708_13.092361,2023-10-01,0.5127595,0.50051886
BiLSTM+Attention,val,77.490708_13.096852,2023-10-01,0.54283327,0.519201
BiLSTM+Attention,val,77.490708_13.182192,2023-10-01,0.56013936,0.57573664
BiLSTM+Attention,val,77.490708_13.209142,2023-10-01,0.5168113,0.5340979
BiLSTM+Attention,val,77.4952_12.786933,2023-10-01,0.5315457,0.5460485
BiLSTM+Attention,val,77.4952_12.836341,2023-10-01,0.530009,0.53948736
BiLSTM+Attention,val,77.4952_12.899223,2023-10-01,0.5528527,0.5590796
BiLSTM+Attention,val,77.4952_12.962105,2023-10-01,0.5477268,0.53419775
BiLSTM+Attention,val,77.4952_13.020495,2023-10-01,0.50435597,0.50349534
BiLSTM+Attention,val,77.4952_13.024987,2023-10-01,0.4939803,0.48825976
BiLSTM+Attention,val,77.4952_13.03397,2023-10-01,0.54720414,0.55143964
BiLSTM+Attention,val,77.4952_13.087869,2023-10-01,0.49154463,0.5146577
BiLSTM+Attention,val,77.4952_13.092361,2023-10-01,0.51799333,0.5013488
BiLSTM+Attention,val,77.4952_13.182192,2023-10-01,0.5596944,0.5680547
BiLSTM+Attention,val,77.499692_12.755492,2023-10-01,0.6371216,0.65471077
BiLSTM+Attention,val,77.499692_12.858799,2023-10-01,0.6210776,0.63391495
BiLSTM+Attention,val,77.499692_12.899223,2023-10-01,0.5348475,0.55315256
BiLSTM+Attention,val,77.499692_12.984563,2023-10-01,0.49795854,0.48071563
BiLSTM+Attention,val,77.499692_13.114818,2023-10-01,0.48017502,0.48114136
BiLSTM+Attention,val,77.499692_13.137276,2023-10-01,0.47309268,0.4823531
BiLSTM+Attention,val,77.499692_13.168717,2023-10-01,0.6085393,0.6066215
BiLSTM+Attention,val,77.504183_12.764475,2023-10-01,0.6421601,0.67003804
BiLSTM+Attention,val,77.504183_12.786933,2023-10-01,0.5995925,0.6227821
BiLSTM+Attention,val,77.504183_12.818374,2023-10-01,0.57067853,0.58493394
BiLSTM+Attention,val,77.504183_12.854307,2023-10-01,0.5630152,0.58436924
BiLSTM+Attention,val,77.504183_12.858799,2023-10-01,0.61984134,0.6358349
BiLSTM+Attention,val,77.504183_12.953122,2023-10-01,0.5259163,0.5274579
BiLSTM+Attention,val,77.504183_13.083377,2023-10-01,0.5497366,0.56798583
BiLSTM+Attention,val,77.504183_13.141768,2023-10-01,0.5502601,0.5597249
BiLSTM+Attention,val,77.504183_13.159734,2023-10-01,0.6391949,0.6453935
BiLSTM+Attention,val,77.504183_13.195667,2023-10-01,0.49235305,0.50985426
BiLSTM+Attention,val,77.508675_12.751001,2023-10-01,0.6442521,0.6525252
BiLSTM+Attention,val,77.508675_12.795916,2023-10-01,0.6292141,0.6581033
BiLSTM+Attention,val,77.508675_12.831849,2023-10-01,0.57298017,0.58418775
BiLSTM+Attention,val,77.508675_12.836341,2023-10-01,0.5981759,0.6039293
BiLSTM+Attention,val,77.508675_12.845324,2023-10-01,0.56267697,0.56041515
BiLSTM+Attention,val,77.508675_12.903714,2023-10-01,0.4898173,0.5037244
BiLSTM+Attention,val,77.508675_12.912697,2023-10-01,0.5325133,0.5281928
BiLSTM+Attention,val,77.508675_12.917189,2023-10-01,0.5976066,0.604208
BiLSTM+Attention,val,77.508675_13.114818,2023-10-01,0.4431215,0.45634276
BiLSTM+Attention,val,77.508675_13.137276,2023-10-01,0.501317,0.52892
BiLSTM+Attention,val,77.508675_13.159734,2023-10-01,0.6264453,0.6248889
BiLSTM+Attention,val,77.508675_13.191175,2023-10-01,0.51834637,0.5243562
BiLSTM+Attention,val,77.513166_12.746509,2023-10-01,0.7386282,0.78885186
BiLSTM+Attention,val,77.513166_12.764475,2023-10-01,0.6048866,0.61713237
BiLSTM+Attention,val,77.513166_12.77795,2023-10-01,0.6979815,0.72309047
BiLSTM+Attention,val,77.513166_12.822866,2023-10-01,0.6455489,0.66414785
BiLSTM+Attention,val,77.513166_12.908206,2023-10-01,0.49165642,0.51176363
BiLSTM+Attention,val,77.513166_13.087869,2023-10-01,0.55244637,0.5550971
BiLSTM+Attention,val,77.513166_13.096852,2023-10-01,0.6163121,0.62531877
BiLSTM+Attention,val,77.513166_13.137276,2023-10-01,0.4654924,0.483338
BiLSTM+Attention,val,77.513166_13.1777,2023-10-01,0.5436854,0.56185055
BiLSTM+Attention,val,77.517658_12.764475,2023-10-01,0.65076935,0.6646602
BiLSTM+Attention,val,77.517658_12.77795,2023-10-01,0.67335093,0.70201796
BiLSTM+Attention,val,77.517658_12.782442,2023-10-01,0.67218715,0.70087475
BiLSTM+Attention,val,77.517658_12.795916,2023-10-01,0.63456845,0.6595154
BiLSTM+Attention,val,77.517658_12.827358,2023-10-01,0.5728536,0.5769758
BiLSTM+Attention,val,77.517658_12.849815,2023-10-01,0.5677635,0.57039475
BiLSTM+Attention,val,77.517658_12.885748,2023-10-01,0.5635982,0.57566065
BiLSTM+Attention,val,77.517658_12.89024,2023-10-01,0.5551161,0.57104975
BiLSTM+Attention,val,77.517658_12.899223,2023-10-01,0.5478304,0.57801604
BiLSTM+Attention,val,77.517658_12.998037,2023-10-01,0.568976,0.58263326
BiLSTM+Attention,val,77.517658_13.11931,2023-10-01,0.40996805,0.42860383
BiLSTM+Attention,val,77.517658_13.182192,2023-10-01,0.54713273,0.56581765
BiLSTM+Attention,val,77.517658_13.186684,2023-10-01,0.5560079,0.57135063
BiLSTM+Attention,val,77.517658_13.191175,2023-10-01,0.49964947,0.5101155
BiLSTM+Attention,val,77.522149_12.751001,2023-10-01,0.68322587,0.71376467
BiLSTM+Attention,val,77.522149_12.755492,2023-10-01,0.6592737,0.6745863
BiLSTM+Attention,val,77.522149_12.759984,2023-10-01,0.6921151,0.7017539
BiLSTM+Attention,val,77.522149_12.782442,2023-10-01,0.6864484,0.7123746
BiLSTM+Attention,val,77.522149_12.809391,2023-10-01,0.74926865,0.7880007
BiLSTM+Attention,val,77.522149_12.813883,2023-10-01,0.5640285,0.58379674
BiLSTM+Attention,val,77.522149_12.818374,2023-10-01,0.55155206,0.5605607
BiLSTM+Attention,val,77.522149_12.836341,2023-10-01,0.5628443,0.5720931
BiLSTM+Attention,val,77.522149_12.845324,2023-10-01,0.578746,0.5880436
BiLSTM+Attention,val,77.522149_13.056428,2023-10-01,0.57850283,0.58268195
BiLSTM+Attention,val,77.522149_13.078886,2023-10-01,0.5530943,0.5486264
BiLSTM+Attention,val,77.522149_13.146259,2023-10-01,0.42925027,0.43610525
BiLSTM+Attention,val,77.522149_13.200158,2023-10-01,0.53738195,0.5433742
BiLSTM+Attention,val,77.526641_12.751001,2023-10-01,0.6952253,0.7118795
BiLSTM+Attention,val,77.526641_12.840832,2023-10-01,0.63312805,0.64166355
BiLSTM+Attention,val,77.526641_12.89024,2023-10-01,0.59951806,0.6233927
BiLSTM+Attention,val,77.526641_12.899223,2023-10-01,0.5711594,0.6157701
BiLSTM+Attention,val,77.526641_13.078886,2023-10-01,0.5669612,0.5598973
BiLSTM+Attention,val,77.526641_13.105835,2023-10-01,0.42168775,0.43859923
BiLSTM+Attention,val,77.526641_13.110327,2023-10-01,0.4176181,0.42478794
BiLSTM+Attention,val,77.531133_12.791425,2023-10-01,0.58963567,0.6067774
BiLSTM+Attention,val,77.531133_12.795916,2023-10-01,0.6290673,0.6410716
BiLSTM+Attention,val,77.531133_12.800408,2023-10-01,0.60476977,0.6173758
BiLSTM+Attention,val,77.531133_12.822866,2023-10-01,0.5803548,0.59170234
BiLSTM+Attention,val,77.531133_12.827358,2023-10-01,0.5931704,0.6021286
BiLSTM+Attention,val,77.531133_12.894731,2023-10-01,0.5234436,0.53722876
BiLSTM+Attention,val,77.531133_13.083377,2023-10-01,0.53555125,0.5316635
BiLSTM+Attention,val,77.531133_13.114818,2023-10-01,0.4293202,0.44723997
BiLSTM+Attention,val,77.531133_13.195667,2023-10-01,0.5506544,0.56810004
BiLSTM+Attention,val,77.535624_12.77795,2023-10-01,0.7331202,0.7693455
BiLSTM+Attention,val,77.535624_12.822866,2023-10-01,0.68332714,0.6908984
BiLSTM+Attention,val,77.535624_12.872273,2023-10-01,0.48830724,0.5002471
BiLSTM+Attention,val,77.535624_12.899223,2023-10-01,0.5044068,0.51657933
BiLSTM+Attention,val,77.535624_13.069903,2023-10-01,0.6393351,0.6252067
BiLSTM+Attention,val,77.535624_13.083377,2023-10-01,0.5281621,0.5268223
BiLSTM+Attention,val,77.535624_13.096852,2023-10-01,0.46902478,0.46191543
BiLSTM+Attention,val,77.535624_13.114818,2023-10-01,0.45500892,0.46306992
BiLSTM+Attention,val,77.535624_13.132785,2023-10-01,0.48025483,0.49412525
BiLSTM+Attention,val,77.535624_13.137276,2023-10-01,0.42251596,0.4184187
BiLSTM+Attention,val,77.535624_13.195667,2023-10-01,0.49274388,0.49842107
BiLSTM+Attention,val,77.540116_12.77795,2023-10-01,0.63277733,0.6519817
BiLSTM+Attention,val,77.540116_12.795916,2023-10-01,0.64911115,0.6713776
BiLSTM+Attention,val,77.540116_13.042953,2023-10-01,0.56836826,0.5617816
BiLSTM+Attention,val,77.540116_13.074394,2023-10-01,0.58656955,0.575399
BiLSTM+Attention,val,77.540116_13.092361,2023-10-01,0.42701986,0.41161743
BiLSTM+Attention,val,77.540116_13.101344,2023-10-01,0.45692107,0.44903284
BiLSTM+Attention,val,77.540116_13.105835,2023-10-01,0.46620336,0.47508413
BiLSTM+Attention,val,77.540116_13.114818,2023-10-01,0.4270936,0.4353729
BiLSTM+Attention,val,77.540116_13.132785,2023-10-01,0.4654765,0.46445403
BiLSTM+Attention,val,77.540116_13.155243,2023-10-01,0.4917213,0.4916794
BiLSTM+Attention,val,77.540116_13.182192,2023-10-01,0.45802638,0.48474282
BiLSTM+Attention,val,77.544607_12.831849,2023-10-01,0.7410455,0.7387141
BiLSTM+Attention,val,77.544607_13.218125,2023-10-01,0.5429534,0.5717267
BiLSTM+Attention,val,77.549099_12.822866,2023-10-01,0.7612429,0.7544184
