model,split,site_id,target_date,actual,predicted
BiLSTM+Attention,val,77.414352_12.993546,2023-08-01,0.45813188,0.4732
BiLSTM+Attention,val,77.414352_13.03397,2023-08-01,0.4282774,0.4433345
BiLSTM+Attention,val,77.414352_13.096852,2023-08-01,0.41298878,0.41329294
BiLSTM+Attention,val,77.414352_13.11931,2023-08-01,0.39120746,0.4075583
BiLSTM+Attention,val,77.418843_12.876765,2023-08-01,0.44061294,0.45870045
BiLSTM+Attention,val,77.418843_12.89024,2023-08-01,0.4688055,0.4840684
BiLSTM+Attention,val,77.418843_12.94863,2023-08-01,0.525792,0.5263414
BiLSTM+Attention,val,77.418843_12.971088,2023-08-01,0.4885682,0.49452478
BiLSTM+Attention,val,77.418843_12.993546,2023-08-01,0.48987958,0.50550705
BiLSTM+Attention,val,77.418843_13.016004,2023-08-01,0.45493463,0.45905885
BiLSTM+Attention,val,77.418843_13.024987,2023-08-01,0.44606632,0.45090637
BiLSTM+Attention,val,77.418843_13.029478,2023-08-01,0.4455973,0.45228112
BiLSTM+Attention,val,77.418843_13.146259,2023-08-01,0.35625607,0.38373888
BiLSTM+Attention,val,77.423335_12.876765,2023-08-01,0.44239116,0.46329224
BiLSTM+Attention,val,77.423335_12.921681,2023-08-01,0.5401576,0.5420346
BiLSTM+Attention,val,77.423335_12.930664,2023-08-01,0.52284193,0.52415323
BiLSTM+Attention,val,77.423335_13.002529,2023-08-01,0.53796613,0.54901004
BiLSTM+Attention,val,77.423335_13.092361,2023-08-01,0.3499509,0.3684849
BiLSTM+Attention,val,77.423335_13.141768,2023-08-01,0.4150364,0.42700404
BiLSTM+Attention,val,77.423335_13.150751,2023-08-01,0.3650115,0.38706523
BiLSTM+Attention,val,77.427826_12.845324,2023-08-01,0.38437504,0.4234522
BiLSTM+Attention,val,77.427826_12.858799,2023-08-01,0.4370917,0.45842254
BiLSTM+Attention,val,77.427826_12.930664,2023-08-01,0.5303276,0.53883576
BiLSTM+Attention,val,77.427826_12.939647,2023-08-01,0.47773793,0.4805433
BiLSTM+Attention,val,77.427826_12.944139,2023-08-01,0.49112087,0.49111515
BiLSTM+Attention,val,77.427826_13.020495,2023-08-01,0.45660216,0.45923027
BiLSTM+Attention,val,77.427826_13.024987,2023-08-01,0.44749096,0.45798564
BiLSTM+Attention,val,77.427826_13.110327,2023-08-01,0.41275144,0.4252026
BiLSTM+Attention,val,77.427826_13.132785,2023-08-01,0.46797583,0.4773551
BiLSTM+Attention,val,77.432318_12.858799,2023-08-01,0.45168468,0.4752673
BiLSTM+Attention,val,77.432318_12.86329,2023-08-01,0.45780626,0.47776672
BiLSTM+Attention,val,77.432318_12.867782,2023-08-01,0.4494641,0.47750762
BiLSTM+Attention,val,77.432318_12.881256,2023-08-01,0.4921929,0.5077255
BiLSTM+Attention,val,77.432318_12.885748,2023-08-01,0.5822772,0.61032516
BiLSTM+Attention,val,77.432318_12.957613,2023-08-01,0.4776483,0.48800743
BiLSTM+Attention,val,77.432318_12.998037,2023-08-01,0.40873858,0.42822912
BiLSTM+Attention,val,77.432318_13.087869,2023-08-01,0.4175524,0.432757
BiLSTM+Attention,val,77.432318_13.092361,2023-08-01,0.37392715,0.3965899
BiLSTM+Attention,val,77.436809_12.818374,2023-08-01,0.5820383,0.602283
BiLSTM+Attention,val,77.436809_12.840832,2023-08-01,0.49910536,0.51866513
BiLSTM+Attention,val,77.436809_12.854307,2023-08-01,0.4653014,0.4966935
BiLSTM+Attention,val,77.436809_12.912697,2023-08-01,0.59929657,0.60840154
BiLSTM+Attention,val,77.436809_12.926172,2023-08-01,0.53222555,0.5385492
BiLSTM+Attention,val,77.436809_12.944139,2023-08-01,0.49841172,0.5046958
BiLSTM+Attention,val,77.436809_13.03397,2023-08-01,0.43054742,0.44099522
BiLSTM+Attention,val,77.441301_12.818374,2023-08-01,0.5905264,0.6024942
BiLSTM+Attention,val,77.441301_12.831849,2023-08-01,0.48387054,0.5087862
BiLSTM+Attention,val,77.441301_12.836341,2023-08-01,0.51277924,0.53112847
BiLSTM+Attention,val,77.441301_12.840832,2023-08-01,0.48609495,0.5027087
BiLSTM+Attention,val,77.441301_12.944139,2023-08-01,0.5357721,0.5332166
BiLSTM+Attention,val,77.441301_12.94863,2023-08-01,0.48977947,0.48796007
BiLSTM+Attention,val,77.441301_13.056428,2023-08-01,0.41970912,0.4374779
BiLSTM+Attention,val,77.441301_13.069903,2023-08-01,0.43646348,0.45331916
BiLSTM+Attention,val,77.441301_13.083377,2023-08-01,0.42326674,0.43643278
BiLSTM+Attention,val,77.441301_13.110327,2023-08-01,0.40814412,0.41472536
BiLSTM+Attention,val,77.445793_12.840832,2023-08-01,0.5587547,0.57468283
BiLSTM+Attention,val,77.445793_12.86329,2023-08-01,0.5742092,0.5984043
BiLSTM+Attention,val,77.445793_12.867782,2023-08-01,0.5534329,0.57417977
BiLSTM+Attention,val,77.445793_12.912697,2023-08-01,0.5059527,0.5092478
BiLSTM+Attention,val,77.445793_12.957613,2023-08-01,0.4782864,0.48876628
BiLSTM+Attention,val,77.445793_12.984563,2023-08-01,0.49627012,0.49788964
BiLSTM+Attention,val,77.450284_12.809391,2023-08-01,0.5374715,0.5687926
BiLSTM+Attention,val,77.450284_12.872273,2023-08-01,0.5529313,0.5792259
BiLSTM+Attention,val,77.450284_12.89024,2023-08-01,0.5563841,0.5710831
BiLSTM+Attention,val,77.450284_12.971088,2023-08-01,0.46576902,0.47225168
BiLSTM+Attention,val,77.450284_12.993546,2023-08-01,0.3775655,0.39990613
BiLSTM+Attention,val,77.450284_13.029478,2023-08-01,0.43519065,0.43230945
BiLSTM+Attention,val,77.450284_13.047445,2023-08-01,0.43051696,0.44220302
BiLSTM+Attention,val,77.450284_13.146259,2023-08-01,0.48276785,0.48406106
BiLSTM+Attention,val,77.454776_12.809391,2023-08-01,0.50242865,0.5356039
BiLSTM+Attention,val,77.454776_12.885748,2023-08-01,0.53771037,0.5592542
BiLSTM+Attention,val,77.454776_12.980071,2023-08-01,0.41777548,0.43875393
BiLSTM+Attention,val,77.454776_12.993546,2023-08-01,0.40343654,0.41861716
BiLSTM+Attention,val,77.454776_13.078886,2023-08-01,0.42930168,0.45103332
BiLSTM+Attention,val,77.454776_13.087869,2023-08-01,0.39300805,0.418736
BiLSTM+Attention,val,77.454776_13.114818,2023-08-01,0.4693219,0.4791134
BiLSTM+Attention,val,77.454776_13.141768,2023-08-01,0.4861522,0.49247727
BiLSTM+Attention,val,77.459267_12.8049,2023-08-01,0.5713916,0.6031406
BiLSTM+Attention,val,77.459267_12.822866,2023-08-01,0.5428384,0.5664104
BiLSTM+Attention,val,77.459267_12.845324,2023-08-01,0.5466819,0.5768106
BiLSTM+Attention,val,77.459267_12.872273,2023-08-01,0.5242487,0.5378586
BiLSTM+Attention,val,77.459267_12.903714,2023-08-01,0.4988257,0.48832732
BiLSTM+Attention,val,77.459267_12.926172,2023-08-01,0.5272191,0.5270987
BiLSTM+Attention,val,77.459267_12.97558,2023-08-01,0.43250576,0.44913873
BiLSTM+Attention,val,77.459267_13.016004,2023-08-01,0.41057685,0.41640118
BiLSTM+Attention,val,77.459267_13.020495,2023-08-01,0.404133,0.41101035
BiLSTM+Attention,val,77.459267_13.11931,2023-08-01,0.46618304,0.4739447
BiLSTM+Attention,val,77.463759_12.813883,2023-08-01,0.48265684,0.50921166
BiLSTM+Attention,val,77.463759_12.836341,2023-08-01,0.54367775,0.5737965
BiLSTM+Attention,val,77.463759_12.86329,2023-08-01,0.5605737,0.5942062
BiLSTM+Attention,val,77.463759_12.867782,2023-08-01,0.5425483,0.57010466
BiLSTM+Attention,val,77.463759_12.872273,2023-08-01,0.51832926,0.5321524
BiLSTM+Attention,val,77.463759_12.881256,2023-08-01,0.5730973,0.5952612
BiLSTM+Attention,val,77.463759_12.885748,2023-08-01,0.5949977,0.59561884
BiLSTM+Attention,val,77.463759_12.894731,2023-08-01,0.5346061,0.53680253
BiLSTM+Attention,val,77.463759_12.899223,2023-08-01,0.5372133,0.5325373
BiLSTM+Attention,val,77.463759_12.917189,2023-08-01,0.4756022,0.48246416
BiLSTM+Attention,val,77.463759_12.953122,2023-08-01,0.72945994,0.74768054
BiLSTM+Attention,val,77.463759_13.03397,2023-08-01,0.38582584,0.41474056
BiLSTM+Attention,val,77.463759_13.078886,2023-08-01,0.4977703,0.5113182
BiLSTM+Attention,val,77.46825_12.827358,2023-08-01,0.4562637,0.471176
BiLSTM+Attention,val,77.46825_12.836341,2023-08-01,0.5510669,0.5769017
BiLSTM+Attention,val,77.46825_12.894731,2023-08-01,0.51474804,0.5048343
BiLSTM+Attention,val,77.46825_12.94863,2023-08-01,0.56910616,0.5729611
BiLSTM+Attention,val,77.46825_12.953122,2023-08-01,0.5045192,0.50294083
BiLSTM+Attention,val,77.46825_12.966596,2023-08-01,0.48258856,0.49499124
BiLSTM+Attention,val,77.46825_13.007021,2023-08-01,0.40316537,0.41832012
BiLSTM+Attention,val,77.46825_13.020495,2023-08-01,0.47104618,0.48299462
BiLSTM+Attention,val,77.46825_13.114818,2023-08-01,0.5102666,0.51730305
BiLSTM+Attention,val,77.46825_13.150751,2023-08-01,0.42091003,0.43119386
BiLSTM+Attention,val,77.46825_13.1777,2023-08-01,0.511711,0.5203148
BiLSTM+Attention,val,77.472742_12.746509,2023-08-01,0.60905087,0.620443
BiLSTM+Attention,val,77.472742_12.751001,2023-08-01,0.56286,0.5794521
BiLSTM+Attention,val,77.472742_12.755492,2023-08-01,0.5798726,0.5986636
BiLSTM+Attention,val,77.472742_12.795916,2023-08-01,0.5197199,0.5408819
BiLSTM+Attention,val,77.472742_12.836341,2023-08-01,0.54112583,0.5688104
BiLSTM+Attention,val,77.472742_12.984563,2023-08-01,0.44449618,0.4526988
BiLSTM+Attention,val,77.472742_13.087869,2023-08-01,0.45195493,0.45918125
BiLSTM+Attention,val,77.477234_12.764475,2023-08-01,0.5742277,0.59199685
BiLSTM+Attention,val,77.477234_12.782442,2023-08-01,0.51004523,0.54109406
BiLSTM+Attention,val,77.477234_12.840832,2023-08-01,0.542877,0.5637975
BiLSTM+Attention,val,77.477234_12.899223,2023-08-01,0.4750414,0.47787416
BiLSTM+Attention,val,77.477234_12.935155,2023-08-01,0.5956102,0.6046769
BiLSTM+Attention,val,77.477234_12.944139,2023-08-01,0.5256933,0.52854395
BiLSTM+Attention,val,77.477234_12.94863,2023-08-01,0.53653544,0.5357019
BiLSTM+Attention,val,77.477234_12.971088,2023-08-01,0.4952574,0.50511986
BiLSTM+Attention,val,77.477234_13.002529,2023-08-01,0.39872628,0.42054448
BiLSTM+Attention,val,77.477234_13.056428,2023-08-01,0.45369154,0.45867872
BiLSTM+Attention,val,77.481725_12.737526,2023-08-01,0.5856493,0.60005337
BiLSTM+Attention,val,77.481725_12.768967,2023-08-01,0.5691667,0.59921
BiLSTM+Attention,val,77.481725_12.831849,2023-08-01,0.48486775,0.49408898
BiLSTM+Attention,val,77.481725_12.89024,2023-08-01,0.55431014,0.553488
BiLSTM+Attention,val,77.481725_12.894731,2023-08-01,0.5214824,0.514326
BiLSTM+Attention,val,77.481725_12.944139,2023-08-01,0.5384776,0.5432724
BiLSTM+Attention,val,77.481725_12.971088,2023-08-01,0.420051,0.43315783
BiLSTM+Attention,val,77.481725_12.980071,2023-08-01,0.4732963,0.48105776
BiLSTM+Attention,val,77.481725_13.024987,2023-08-01,0.45243084,0.46529615
BiLSTM+Attention,val,77.481725_13.03397,2023-08-01,0.42950338,0.44151804
BiLSTM+Attention,val,77.481725_13.096852,2023-08-01,0.5352873,0.54217935
BiLSTM+Attention,val,77.481725_13.137276,2023-08-01,0.60966706,0.62889624
BiLSTM+Attention,val,77.486217_12.764475,2023-08-01,0.56406915,0.58414954
BiLSTM+Attention,val,77.486217_12.872273,2023-08-01,0.48974705,0.50742346
BiLSTM+Attention,val,77.486217_12.939647,2023-08-01,0.5539476,0.5655098
BiLSTM+Attention,val,77.486217_12.998037,2023-08-01,0.44615465,0.46731344
BiLSTM+Attention,val,77.486217_13.042953,2023-08-01,0.5000961,0.50246626
BiLSTM+Attention,val,77.486217_13.06092,2023-08-01,0.5183312,0.53532165
BiLSTM+Attention,val,77.486217_13.114818,2023-08-01,0.450731,0.46260044
BiLSTM+Attention,val,77.486217_13.11931,2023-08-01,0.46800587,0.47833607
BiLSTM+Attention,val,77.490708_12.768967,2023-08-01,0.5558235,0.5912218
BiLSTM+Attention,val,77.490708_12.8049,2023-08-01,0.53388244,0.55280614
BiLSTM+Attention,val,77.490708_12.849815,2023-08-01,0.56012785,0.5782081
BiLSTM+Attention,val,77.490708_12.89024,2023-08-01,0.5133573,0.5067855
BiLSTM+Attention,val,77.490708_13.051936,2023-08-01,0.5667453,0.5787648
BiLSTM+Attention,val,77.490708_13.087869,2023-08-01,0.50778645,0.5190161
BiLSTM+Attention,val,77.490708_13.092361,2023-08-01,0.50326455,0.51219296
BiLSTM+Attention,val,77.490708_13.096852,2023-08-01,0.53333825,0.5412221
BiLSTM+Attention,val,77.490708_13.182192,2023-08-01,0.5502003,0.5643901
BiLSTM+Attention,val,77.490708_13.209142,2023-08-01,0.5063242,0.5271827
BiLSTM+Attention,val,77.4952_12.786933,2023-08-01,0.5161292,0.54241407
BiLSTM+Attention,val,77.4952_12.836341,2023-08-01,0.51655024,0.5272218
BiLSTM+Attention,val,77.4952_12.899223,2023-08-01,0.5422628,0.55362165
BiLSTM+Attention,val,77.4952_12.962105,2023-08-01,0.5388195,0.5441558
BiLSTM+Attention,val,77.4952_13.020495,2023-08-01,0.494861,0.5125975
BiLSTM+Attention,val,77.4952_13.024987,2023-08-01,0.4844853,0.4998814
BiLSTM+Attention,val,77.4952_13.03397,2023-08-01,0.5377092,0.55457056
BiLSTM+Attention,val,77.4952_13.087869,2023-08-01,0.48204964,0.48960927
BiLSTM+Attention,val,77.4952_13.092361,2023-08-01,0.5084984,0.516542
BiLSTM+Attention,val,77.4952_13.182192,2023-08-01,0.54975533,0.5593246
BiLSTM+Attention,val,77.499692_12.755492,2023-08-01,0.6217051,0.6432274
BiLSTM+Attention,val,77.499692_12.858799,2023-08-01,0.6076188,0.6292418
BiLSTM+Attention,val,77.499692_12.899223,2023-08-01,0.5242576,0.53221595
BiLSTM+Attention,val,77.499692_12.984563,2023-08-01,0.48830986,0.5088364
BiLSTM+Attention,val,77.499692_13.114818,2023-08-01,0.46989432,0.47626603
BiLSTM+Attention,val,77.499692_13.137276,2023-08-01,0.462812,0.4780013
BiLSTM+Attention,val,77.499692_13.168717,2023-08-01,0.5986002,0.5993931
BiLSTM+Attention,val,77.504183_12.764475,2023-08-01,0.6267436,0.65186864
BiLSTM+Attention,val,77.504183_12.786933,2023-08-01,0.584176,0.60931826
BiLSTM+Attention,val,77.504183_12.818374,2023-08-01,0.5572198,0.5769453
BiLSTM+Attention,val,77.504183_12.854307,2023-08-01,0.54955643,0.55251527
BiLSTM+Attention,val,77.504183_12.858799,2023-08-01,0.60638255,0.6201989
BiLSTM+Attention,val,77.504183_12.953122,2023-08-01,0.5328149,0.52887535
BiLSTM+Attention,val,77.504183_13.083377,2023-08-01,0.54024166,0.5476409
BiLSTM+Attention,val,77.504183_13.141768,2023-08-01,0.53997946,0.5452281
BiLSTM+Attention,val,77.504183_13.159734,2023-08-01,0.62891424,0.63625926
BiLSTM+Attention,val,77.504183_13.195667,2023-08-01,0.48241398,0.5078362
BiLSTM+Attention,val,77.508675_12.751001,2023-08-01,0.62995756,0.65776926
BiLSTM+Attention,val,77.508675_12.795916,2023-08-01,0.61491954,0.6379449
BiLSTM+Attention,val,77.508675_12.831849,2023-08-01,0.5572685,0.5657333
BiLSTM+Attention,val,77.508675_12.836341,2023-08-01,0.58246416,0.5947837
BiLSTM+Attention,val,77.508675_12.845324,2023-08-01,0.54696524,0.55520254
BiLSTM+Attention,val,77.508675_12.903714,2023-08-01,0.4975955,0.4895134
BiLSTM+Attention,val,77.508675_12.912697,2023-08-01,0.53704774,0.53183603
BiLSTM+Attention,val,77.508675_12.917189,2023-08-01,0.602141,0.60478437
BiLSTM+Attention,val,77.508675_13.114818,2023-08-01,0.43018624,0.44170856
BiLSTM+Attention,val,77.508675_13.137276,2023-08-01,0.48838177,0.5007546
BiLSTM+Attention,val,77.508675_13.159734,2023-08-01,0.6135101,0.62464494
BiLSTM+Attention,val,77.508675_13.191175,2023-08-01,0.5075069,0.5249591
BiLSTM+Attention,val,77.513166_12.746509,2023-08-01,0.72433364,0.74524397
BiLSTM+Attention,val,77.513166_12.764475,2023-08-01,0.590592,0.602152
BiLSTM+Attention,val,77.513166_12.77795,2023-08-01,0.6836869,0.7026525
BiLSTM+Attention,val,77.513166_12.822866,2023-08-01,0.6298372,0.6567513
BiLSTM+Attention,val,77.513166_12.908206,2023-08-01,0.49943465,0.48973817
BiLSTM+Attention,val,77.513166_13.087869,2023-08-01,0.5394976,0.5427531
BiLSTM+Attention,val,77.513166_13.096852,2023-08-01,0.60336334,0.61386156
BiLSTM+Attention,val,77.513166_13.137276,2023-08-01,0.45255718,0.46624526
BiLSTM+Attention,val,77.513166_13.1777,2023-08-01,0.5328459,0.53790414
BiLSTM+Attention,val,77.517658_12.764475,2023-08-01,0.6364748,0.65937066
BiLSTM+Attention,val,77.517658_12.77795,2023-08-01,0.65905637,0.67606103
BiLSTM+Attention,val,77.517658_12.782442,2023-08-01,0.6578926,0.68360627
BiLSTM+Attention,val,77.517658_12.795916,2023-08-01,0.6202739,0.6479241
BiLSTM+Attention,val,77.517658_12.827358,2023-08-01,0.5571419,0.5657363
BiLSTM+Attention,val,77.517658_12.849815,2023-08-01,0.55205184,0.5643045
BiLSTM+Attention,val,77.517658_12.885748,2023-08-01,0.553359,0.5625561
BiLSTM+Attention,val,77.517658_12.89024,2023-08-01,0.5448769,0.5469517
BiLSTM+Attention,val,77.517658_12.899223,2023-08-01,0.5556086,0.54343235
BiLSTM+Attention,val,77.517658_12.998037,2023-08-01,0.55923474,0.5801826
BiLSTM+Attention,val,77.517658_13.11931,2023-08-01,0.39703283,0.41607767
BiLSTM+Attention,val,77.517658_13.182192,2023-08-01,0.5362933,0.54410744
BiLSTM+Attention,val,77.517658_13.186684,2023-08-01,0.5451685,0.55690825
BiLSTM+Attention,val,77.517658_13.191175,2023-08-01,0.48881003,0.50349903
BiLSTM+Attention,val,77.522149_12.751001,2023-08-01,0.6689313,0.67937154
BiLSTM+Attention,val,77.522149_12.755492,2023-08-01,0.6449791,0.6639797
BiLSTM+Attention,val,77.522149_12.759984,2023-08-01,0.67782056,0.70055723
BiLSTM+Attention,val,77.522149_12.782442,2023-08-01,0.67215383,0.7004219
BiLSTM+Attention,val,77.522149_12.809391,2023-08-01,0.7349741,0.75652426
BiLSTM+Attention,val,77.522149_12.813883,2023-08-01,0.54973394,0.57418716
BiLSTM+Attention,val,77.522149_12.818374,2023-08-01,0.5358404,0.55936825
BiLSTM+Attention,val,77.522149_12.836341,2023-08-01,0.5471326,0.5644525
BiLSTM+Attention,val,77.522149_12.845324,2023-08-01,0.56303436,0.5737133
BiLSTM+Attention,val,77.522149_13.056428,2023-08-01,0.5655541,0.5775012
BiLSTM+Attention,val,77.522149_13.078886,2023-08-01,0.5401456,0.54649186
BiLSTM+Attention,val,77.522149_13.146259,2023-08-01,0.41631505,0.42919075
BiLSTM+Attention,val,77.522149_13.200158,2023-08-01,0.5461992,0.5439625
BiLSTM+Attention,val,77.526641_12.751001,2023-08-01,0.68093073,0.70511764
BiLSTM+Attention,val,77.526641_12.840832,2023-08-01,0.6174164,0.6382535
BiLSTM+Attention,val,77.526641_12.89024,2023-08-01,0.6072962,0.60806674
BiLSTM+Attention,val,77.526641_12.899223,2023-08-01,0.57893765,0.5686879
BiLSTM+Attention,val,77.526641_13.078886,2023-08-01,0.5540125,0.5603071
BiLSTM+Attention,val,77.526641_13.105835,2023-08-01,0.4087525,0.4249155
BiLSTM+Attention,val,77.526641_13.110327,2023-08-01,0.40468287,0.42484602
BiLSTM+Attention,val,77.531133_12.791425,2023-08-01,0.5753411,0.60105896
BiLSTM+Attention,val,77.531133_12.795916,2023-08-01,0.61477274,0.641137
BiLSTM+Attention,val,77.531133_12.800408,2023-08-01,0.5904752,0.61753905
BiLSTM+Attention,val,77.531133_12.822866,2023-08-01,0.5646431,0.57705796
BiLSTM+Attention,val,77.531133_12.827358,2023-08-01,0.5774587,0.5991167
BiLSTM+Attention,val,77.531133_12.894731,2023-08-01,0.5312218,0.51286674
BiLSTM+Attention,val,77.531133_13.083377,2023-08-01,0.52260256,0.52526104
BiLSTM+Attention,val,77.531133_13.114818,2023-08-01,0.41638494,0.42799616
BiLSTM+Attention,val,77.531133_13.195667,2023-08-01,0.539815,0.55759174
BiLSTM+Attention,val,77.535624_12.77795,2023-08-01,0.71882564,0.7426532
BiLSTM+Attention,val,77.535624_12.822866,2023-08-01,0.6676155,0.69442886
BiLSTM+Attention,val,77.535624_12.872273,2023-08-01,0.47259554,0.47635165
BiLSTM+Attention,val,77.535624_12.899223,2023-08-01,0.51218504,0.50008
BiLSTM+Attention,val,77.535624_13.069903,2023-08-01,0.6263864,0.63596916
BiLSTM+Attention,val,77.535624_13.083377,2023-08-01,0.5152134,0.5197847
BiLSTM+Attention,val,77.535624_13.096852,2023-08-01,0.45607606,0.46215838
BiLSTM+Attention,val,77.535624_13.114818,2023-08-01,0.44207367,0.45199752
BiLSTM+Attention,val,77.535624_13.132785,2023-08-01,0.4673196,0.47670037
BiLSTM+Attention,val,77.535624_13.137276,2023-08-01,0.4095807,0.42498767
BiLSTM+Attention,val,77.535624_13.195667,2023-08-01,0.48190445,0.49589226
BiLSTM+Attention,val,77.540116_12.77795,2023-08-01,0.61848277,0.6455469
BiLSTM+Attention,val,77.540116_12.795916,2023-08-01,0.6348166,0.65881276
BiLSTM+Attention,val,77.540116_13.042953,2023-08-01,0.55541956,0.5649848
BiLSTM+Attention,val,77.540116_13.074394,2023-08-01,0.5736208,0.5789942
BiLSTM+Attention,val,77.540116_13.092361,2023-08-01,0.4140711,0.42571712
BiLSTM+Attention,val,77.540116_13.101344,2023-08-01,0.44397235,0.44559202
BiLSTM+Attention,val,77.540116_13.105835,2023-08-01,0.45326814,0.46456796
BiLSTM+Attention,val,77.540116_13.114818,2023-08-01,0.41415834,0.43465585
BiLSTM+Attention,val,77.540116_13.132785,2023-08-01,0.45254126,0.4691701
BiLSTM+Attention,val,77.540116_13.155243,2023-08-01,0.47878605,0.4873721
BiLSTM+Attention,val,77.540116_13.182192,2023-08-01,0.4656184,0.47056252
BiLSTM+Attention,val,77.544607_12.831849,2023-08-01,0.7308062,0.7440644
BiLSTM+Attention,val,77.544607_13.218125,2023-08-01,0.52860945,0.54967356
BiLSTM+Attention,val,77.549099_12.822866,2023-08-01,0.74553126,0.77041703
