model,split,site_id,target_date,actual,predicted
BiLSTM+Attention,val,77.46825_13.1777,2023-09-01,0.51668054,0.51418036
BiLSTM+Attention,val,77.472742_12.746509,2023-09-01,0.6167591,0.6270738
BiLSTM+Attention,val,77.472742_12.751001,2023-09-01,0.57056826,0.5778605
BiLSTM+Attention,val,77.472742_12.755492,2023-09-01,0.58758086,0.60531896
BiLSTM+Attention,val,77.472742_12.795916,2023-09-01,0.5257831,0.5268548
BiLSTM+Attention,val,77.472742_12.836341,2023-09-01,0.5478552,0.54446954
BiLSTM+Attention,val,77.472742_12.984563,2023-09-01,0.44932055,0.45178056
BiLSTM+Attention,val,77.472742_13.087869,2023-09-01,0.45670244,0.46428722
BiLSTM+Attention,val,77.477234_12.764475,2023-09-01,0.58193594,0.58818316
BiLSTM+Attention,val,77.477234_12.782442,2023-09-01,0.5177535,0.519003
BiLSTM+Attention,val,77.477234_12.840832,2023-09-01,0.5496064,0.54596066
BiLSTM+Attention,val,77.477234_12.899223,2023-09-01,0.4895049,0.4725119
BiLSTM+Attention,val,77.477234_12.935155,2023-09-01,0.60043454,0.6093531
BiLSTM+Attention,val,77.477234_12.944139,2023-09-01,0.53051764,0.525157
BiLSTM+Attention,val,77.477234_12.94863,2023-09-01,0.54135984,0.537378
BiLSTM+Attention,val,77.477234_12.971088,2023-09-01,0.5000818,0.50630194
BiLSTM+Attention,val,77.477234_13.002529,2023-09-01,0.40355065,0.40778422
BiLSTM+Attention,val,77.477234_13.056428,2023-09-01,0.45843902,0.45801038
BiLSTM+Attention,val,77.481725_12.737526,2023-09-01,0.59335756,0.59865195
BiLSTM+Attention,val,77.481725_12.768967,2023-09-01,0.576875,0.5812836
BiLSTM+Attention,val,77.481725_12.831849,2023-09-01,0.52053726,0.4852605
BiLSTM+Attention,val,77.481725_12.89024,2023-09-01,0.5687736,0.55600756
BiLSTM+Attention,val,77.481725_12.894731,2023-09-01,0.5359459,0.5174672
BiLSTM+Attention,val,77.481725_12.944139,2023-09-01,0.54330194,0.540384
BiLSTM+Attention,val,77.481725_12.971088,2023-09-01,0.42487535,0.43247765
BiLSTM+Attention,val,77.481725_12.980071,2023-09-01,0.47812068,0.4827928
BiLSTM+Attention,val,77.481725_13.024987,2023-09-01,0.45717832,0.46417117
BiLSTM+Attention,val,77.481725_13.03397,2023-09-01,0.4342509,0.4392635
BiLSTM+Attention,val,77.481725_13.096852,2023-09-01,0.56571925,0.5392831
BiLSTM+Attention,val,77.481725_13.137276,2023-09-01,0.6429469,0.61047924
BiLSTM+Attention,val,77.486217_12.764475,2023-09-01,0.5717774,0.5776428
BiLSTM+Attention,val,77.486217_12.872273,2023-09-01,0.49647644,0.5013847
BiLSTM+Attention,val,77.486217_12.939647,2023-09-01,0.55877197,0.55760545
BiLSTM+Attention,val,77.486217_12.998037,2023-09-01,0.45097902,0.4656086
BiLSTM+Attention,val,77.486217_13.042953,2023-09-01,0.53052807,0.5058235
BiLSTM+Attention,val,77.486217_13.06092,2023-09-01,0.52307874,0.5333109
BiLSTM+Attention,val,77.486217_13.114818,2023-09-01,0.45587134,0.4558591
BiLSTM+Attention,val,77.486217_13.11931,2023-09-01,0.4731462,0.4743703
BiLSTM+Attention,val,77.490708_12.768967,2023-09-01,0.56353176,0.5673648
BiLSTM+Attention,val,77.490708_12.8049,2023-09-01,0.5415907,0.5430356
BiLSTM+Attention,val,77.490708_12.849815,2023-09-01,0.5668572,0.5526319
BiLSTM+Attention,val,77.490708_12.89024,2023-09-01,0.5278208,0.51082635
BiLSTM+Attention,val,77.490708_13.051936,2023-09-01,0.5714928,0.5749334
BiLSTM+Attention,val,77.490708_13.087869,2023-09-01,0.5125339,0.5188121
BiLSTM+Attention,val,77.490708_13.092361,2023-09-01,0.50801206,0.5175882
BiLSTM+Attention,val,77.490708_13.096852,2023-09-01,0.53808576,0.5374141
BiLSTM+Attention,val,77.490708_13.182192,2023-09-01,0.5551698,0.56373405
BiLSTM+Attention,val,77.490708_13.209142,2023-09-01,0.5115678,0.519833
BiLSTM+Attention,val,77.4952_12.786933,2023-09-01,0.52383745,0.52834255
BiLSTM+Attention,val,77.4952_12.836341,2023-09-01,0.5232796,0.5175569
BiLSTM+Attention,val,77.4952_12.899223,2023-09-01,0.5475578,0.5510467
BiLSTM+Attention,val,77.4952_12.962105,2023-09-01,0.54327315,0.54080725
BiLSTM+Attention,val,77.4952_13.020495,2023-09-01,0.49960852,0.51389927
BiLSTM+Attention,val,77.4952_13.024987,2023-09-01,0.48923278,0.5017509
BiLSTM+Attention,val,77.4952_13.03397,2023-09-01,0.5424567,0.5543983
BiLSTM+Attention,val,77.4952_13.087869,2023-09-01,0.48679715,0.4902748
BiLSTM+Attention,val,77.4952_13.092361,2023-09-01,0.5132458,0.51203275
BiLSTM+Attention,val,77.4952_13.182192,2023-09-01,0.5547249,0.56097025
BiLSTM+Attention,val,77.499692_12.755492,2023-09-01,0.6618884,0.63739896
BiLSTM+Attention,val,77.499692_12.858799,2023-09-01,0.61434823,0.620519
BiLSTM+Attention,val,77.499692_12.899223,2023-09-01,0.5295526,0.5351532
BiLSTM+Attention,val,77.499692_12.984563,2023-09-01,0.4931342,0.5153965
BiLSTM+Attention,val,77.499692_13.114818,2023-09-01,0.47503465,0.47647542
BiLSTM+Attention,val,77.499692_13.137276,2023-09-01,0.49609184,0.4626251
BiLSTM+Attention,val,77.499692_13.168717,2023-09-01,0.60356975,0.62068504
BiLSTM+Attention,val,77.504183_12.764475,2023-09-01,0.63445187,0.6636528
BiLSTM+Attention,val,77.504183_12.786933,2023-09-01,0.59188426,0.60741407
BiLSTM+Attention,val,77.504183_12.818374,2023-09-01,0.5928893,0.55914116
BiLSTM+Attention,val,77.504183_12.854307,2023-09-01,0.58522594,0.5728021
BiLSTM+Attention,val,77.504183_12.858799,2023-09-01,0.613112,0.62329674
BiLSTM+Attention,val,77.504183_12.953122,2023-09-01,0.5451715,0.5315872
BiLSTM+Attention,val,77.504183_13.083377,2023-09-01,0.54498917,0.5380797
BiLSTM+Attention,val,77.504183_13.141768,2023-09-01,0.5451198,0.54331493
BiLSTM+Attention,val,77.504183_13.159734,2023-09-01,0.63405454,0.65308666
BiLSTM+Attention,val,77.504183_13.195667,2023-09-01,0.4873835,0.49693868
BiLSTM+Attention,val,77.508675_12.751001,2023-09-01,0.6683147,0.6466629
BiLSTM+Attention,val,77.508675_12.795916,2023-09-01,0.6532767,0.6331245
BiLSTM+Attention,val,77.508675_12.831849,2023-09-01,0.5948868,0.55801237
BiLSTM+Attention,val,77.508675_12.836341,2023-09-01,0.59032005,0.58339554
BiLSTM+Attention,val,77.508675_12.845324,2023-09-01,0.5845835,0.5494667
BiLSTM+Attention,val,77.508675_12.903714,2023-09-01,0.5117239,0.48937976
BiLSTM+Attention,val,77.508675_12.912697,2023-09-01,0.5490562,0.5315627
BiLSTM+Attention,val,77.508675_12.917189,2023-09-01,0.61414945,0.592991
BiLSTM+Attention,val,77.508675_13.114818,2023-09-01,0.46534896,0.4400953
BiLSTM+Attention,val,77.508675_13.137276,2023-09-01,0.49484938,0.48936316
BiLSTM+Attention,val,77.508675_13.159734,2023-09-01,0.61997765,0.62451917
BiLSTM+Attention,val,77.508675_13.191175,2023-09-01,0.51292664,0.51709384
BiLSTM+Attention,val,77.513166_12.746509,2023-09-01,0.73148096,0.742395
BiLSTM+Attention,val,77.513166_12.764475,2023-09-01,0.59773934,0.6024559
BiLSTM+Attention,val,77.513166_12.77795,2023-09-01,0.7220441,0.7179376
BiLSTM+Attention,val,77.513166_12.822866,2023-09-01,0.6674555,0.6531628
BiLSTM+Attention,val,77.513166_12.908206,2023-09-01,0.51356304,0.4933379
BiLSTM+Attention,val,77.513166_13.087869,2023-09-01,0.545972,0.5361961
BiLSTM+Attention,val,77.513166_13.096852,2023-09-01,0.6098377,0.61351645
BiLSTM+Attention,val,77.513166_13.137276,2023-09-01,0.4590248,0.45276514
BiLSTM+Attention,val,77.513166_13.1777,2023-09-01,0.53826565,0.5386219
BiLSTM+Attention,val,77.517658_12.764475,2023-09-01,0.6436221,0.6563872
BiLSTM+Attention,val,77.517658_12.77795,2023-09-01,0.69741356,0.690511
BiLSTM+Attention,val,77.517658_12.782442,2023-09-01,0.6962498,0.6817782
BiLSTM+Attention,val,77.517658_12.795916,2023-09-01,0.62742114,0.6433583
BiLSTM+Attention,val,77.517658_12.827358,2023-09-01,0.5947602,0.55847144
BiLSTM+Attention,val,77.517658_12.849815,2023-09-01,0.5896701,0.556331
BiLSTM+Attention,val,77.517658_12.885748,2023-09-01,0.5584786,0.57749057
BiLSTM+Attention,val,77.517658_12.89024,2023-09-01,0.5499965,0.56776583
BiLSTM+Attention,val,77.517658_12.899223,2023-09-01,0.56973696,0.5613157
BiLSTM+Attention,val,77.517658_12.998037,2023-09-01,0.5641054,0.5780294
BiLSTM+Attention,val,77.517658_13.11931,2023-09-01,0.43219554,0.40923452
BiLSTM+Attention,val,77.517658_13.182192,2023-09-01,0.541713,0.5434372
BiLSTM+Attention,val,77.517658_13.186684,2023-09-01,0.5505882,0.55131805
BiLSTM+Attention,val,77.517658_13.191175,2023-09-01,0.49422976,0.49624836
BiLSTM+Attention,val,77.522149_12.751001,2023-09-01,0.67607856,0.6797023
BiLSTM+Attention,val,77.522149_12.755492,2023-09-01,0.65212643,0.6646876
BiLSTM+Attention,val,77.522149_12.759984,2023-09-01,0.6849679,0.6997671
BiLSTM+Attention,val,77.522149_12.782442,2023-09-01,0.67930114,0.6955577
BiLSTM+Attention,val,77.522149_12.809391,2023-09-01,0.7421214,0.76715827
BiLSTM+Attention,val,77.522149_12.813883,2023-09-01,0.58809114,0.5724041
BiLSTM+Attention,val,77.522149_12.818374,2023-09-01,0.5734587,0.55312526
BiLSTM+Attention,val,77.522149_12.836341,2023-09-01,0.55498844,0.5544433
BiLSTM+Attention,val,77.522149_12.845324,2023-09-01,0.60065264,0.57437634
BiLSTM+Attention,val,77.522149_13.056428,2023-09-01,0.59679073,0.5808598
BiLSTM+Attention,val,77.522149_13.078886,2023-09-01,0.54661995,0.54546416
BiLSTM+Attention,val,77.522149_13.146259,2023-09-01,0.42278266,0.42363572
BiLSTM+Attention,val,77.522149_13.200158,2023-09-01,0.56186223,0.5375896
BiLSTM+Attention,val,77.526641_12.751001,2023-09-01,0.688078,0.7066512
BiLSTM+Attention,val,77.526641_12.840832,2023-09-01,0.6252722,0.6276604
BiLSTM+Attention,val,77.526641_12.89024,2023-09-01,0.6214246,0.6193395
BiLSTM+Attention,val,77.526641_12.899223,2023-09-01,0.59306604,0.5827474
BiLSTM+Attention,val,77.526641_13.078886,2023-09-01,0.56048685,0.56012106
BiLSTM+Attention,val,77.526641_13.105835,2023-09-01,0.44391522,0.41132468
BiLSTM+Attention,val,77.526641_13.110327,2023-09-01,0.4398456,0.41252083
BiLSTM+Attention,val,77.531133_12.791425,2023-09-01,0.5824884,0.58143747
BiLSTM+Attention,val,77.531133_12.795916,2023-09-01,0.65312994,0.6294542
BiLSTM+Attention,val,77.531133_12.800408,2023-09-01,0.59762245,0.59432673
BiLSTM+Attention,val,77.531133_12.822866,2023-09-01,0.60226136,0.58208597
BiLSTM+Attention,val,77.531133_12.827358,2023-09-01,0.5853146,0.59403896
BiLSTM+Attention,val,77.531133_12.894731,2023-09-01,0.54535013,0.5292194
BiLSTM+Attention,val,77.531133_13.083377,2023-09-01,0.55383915,0.52233636
BiLSTM+Attention,val,77.531133_13.114818,2023-09-01,0.42285258,0.43101126
BiLSTM+Attention,val,77.531133_13.195667,2023-09-01,0.54523474,0.5509569
BiLSTM+Attention,val,77.535624_12.77795,2023-09-01,0.72597295,0.7414026
BiLSTM+Attention,val,77.535624_12.822866,2023-09-01,0.6754713,0.68918127
BiLSTM+Attention,val,77.535624_12.872273,2023-09-01,0.5102138,0.48617142
BiLSTM+Attention,val,77.535624_12.899223,2023-09-01,0.5263134,0.50609684
BiLSTM+Attention,val,77.535624_13.069903,2023-09-01,0.657623,0.6353422
BiLSTM+Attention,val,77.535624_13.083377,2023-09-01,0.54645,0.52504396
BiLSTM+Attention,val,77.535624_13.096852,2023-09-01,0.48731267,0.45712388
BiLSTM+Attention,val,77.535624_13.114818,2023-09-01,0.44854128,0.45543984
BiLSTM+Attention,val,77.535624_13.132785,2023-09-01,0.47378722,0.48224938
BiLSTM+Attention,val,77.535624_13.137276,2023-09-01,0.44474342,0.42187554
BiLSTM+Attention,val,77.535624_13.195667,2023-09-01,0.48732418,0.48526397
BiLSTM+Attention,val,77.540116_12.77795,2023-09-01,0.6256301,0.6415747
BiLSTM+Attention,val,77.540116_12.795916,2023-09-01,0.6731738,0.6579339
BiLSTM+Attention,val,77.540116_13.042953,2023-09-01,0.58665615,0.56200504
BiLSTM+Attention,val,77.540116_13.074394,2023-09-01,0.60485744,0.57592314
BiLSTM+Attention,val,77.540116_13.092361,2023-09-01,0.44530773,0.41823587
BiLSTM+Attention,val,77.540116_13.101344,2023-09-01,0.47520897,0.44341654
BiLSTM+Attention,val,77.540116_13.105835,2023-09-01,0.48843086,0.46518672
BiLSTM+Attention,val,77.540116_13.114818,2023-09-01,0.44932106,0.43273324
BiLSTM+Attention,val,77.540116_13.132785,2023-09-01,0.4590089,0.46561468
BiLSTM+Attention,val,77.540116_13.155243,2023-09-01,0.5139488,0.48571715
BiLSTM+Attention,val,77.540116_13.182192,2023-09-01,0.48025385,0.46252662
BiLSTM+Attention,val,77.544607_12.831849,2023-09-01,0.73592585,0.75725627
BiLSTM+Attention,val,77.544607_13.218125,2023-09-01,0.5357814,0.5504489
BiLSTM+Attention,val,77.549099_12.822866,2023-09-01,0.7533871,0.76404214
