site_id,sequence_start_date,anchor_date,reference_date,target_date
77.733253_12.872273,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.733253_12.998037,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.733253_13.056428,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.737745_12.764475,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.737745_12.791425,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.737745_12.809391,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.737745_12.858799,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.737745_12.872273,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.737745_12.881256,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.737745_13.051936,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.737745_13.06092,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.737745_13.078886,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.737745_13.101344,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.742237_12.697102,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.742237_12.764475,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.742237_12.795916,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.742237_12.8049,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.742237_12.86329,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.742237_12.867782,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.742237_12.89024,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.742237_12.899223,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.742237_12.921681,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.742237_12.980071,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.742237_13.002529,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.742237_13.016004,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.742237_13.038462,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.742237_13.074394,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.742237_13.078886,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.742237_13.101344,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.746728_12.751001,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.746728_12.764475,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.746728_12.782442,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.746728_12.97558,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.746728_12.984563,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.746728_13.016004,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.746728_13.020495,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.746728_13.024987,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.746728_13.038462,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.746728_13.06092,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.746728_13.083377,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.746728_13.092361,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.75122_12.751001,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.75122_12.755492,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.75122_12.768967,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.75122_12.77795,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.75122_12.894731,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.75122_12.993546,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.75122_13.020495,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.75122_13.03397,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.75122_13.038462,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.755711_12.706085,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.755711_12.764475,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.755711_12.77795,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.755711_12.822866,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.755711_12.831849,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.755711_12.858799,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.755711_12.885748,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.755711_12.899223,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.755711_12.903714,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.755711_12.926172,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.760203_12.751001,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.760203_12.795916,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.760203_12.818374,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.760203_12.867782,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.760203_12.872273,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.760203_12.876765,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.760203_12.885748,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.760203_12.984563,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.764695_12.742018,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.764695_12.746509,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.764695_12.813883,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.764695_12.849815,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.764695_12.885748,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.764695_12.912697,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.764695_13.03397,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.769186_12.751001,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.769186_12.791425,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.769186_12.800408,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.769186_12.8049,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.769186_12.809391,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.769186_12.876765,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.769186_12.894731,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.769186_13.016004,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.773678_12.746509,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.773678_12.858799,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.773678_12.885748,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.773678_12.899223,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.773678_12.908206,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.778169_12.809391,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.778169_12.885748,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.782661_12.786933,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.782661_12.791425,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.782661_12.89024,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.787152_12.786933,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.787152_12.849815,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.787152_12.867782,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.791644_12.8049,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.791644_12.899223,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.796136_12.854307,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.796136_12.885748,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.800627_12.876765,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.800627_12.885748,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.805119_12.876765,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.805119_12.89024,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.80961_12.858799,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.80961_12.86329,2019-08-01,2020-07-01,2020-08-01,2020-11-01
77.329012_12.944139,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.329012_12.962105,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.337995_12.921681,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.342486_12.926172,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.342486_12.935155,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.342486_12.944139,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.346978_12.86329,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.346978_12.962105,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.351469_12.89024,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.351469_12.930664,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.351469_12.939647,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.355961_12.899223,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.355961_12.94863,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.355961_12.962105,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.360453_12.867782,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.360453_12.908206,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.360453_12.926172,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.364944_12.854307,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.364944_12.962105,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.369436_12.881256,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.369436_12.89024,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.369436_12.935155,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.369436_12.998037,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.369436_13.007021,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.373927_12.912697,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.373927_12.971088,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.373927_13.011512,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.373927_13.016004,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.378419_12.966596,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.382911_12.894731,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.382911_12.953122,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.382911_12.957613,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.387402_12.962105,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.387402_12.97558,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.387402_12.980071,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.391894_12.867782,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.391894_12.881256,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.391894_12.885748,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.396385_12.894731,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.396385_12.908206,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.396385_12.944139,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.396385_12.971088,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.396385_12.97558,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.396385_13.029478,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.400877_12.957613,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.400877_12.966596,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.400877_13.029478,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.405368_12.881256,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.405368_12.89024,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.405368_12.903714,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.405368_12.930664,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.405368_12.998037,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.405368_13.105835,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.405368_13.11931,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.40986_12.872273,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.40986_12.881256,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.40986_12.962105,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.414352_12.930664,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.414352_12.989054,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.414352_12.993546,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.414352_13.03397,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.414352_13.096852,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.414352_13.11931,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.418843_12.876765,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.418843_12.89024,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.418843_12.94863,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.418843_12.971088,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.418843_12.993546,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.418843_13.016004,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.418843_13.024987,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.418843_13.029478,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.418843_13.146259,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.423335_12.876765,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.423335_12.921681,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.423335_12.930664,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.423335_13.002529,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.423335_13.092361,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.423335_13.141768,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.423335_13.150751,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.427826_12.845324,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.427826_12.858799,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.427826_12.930664,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.427826_12.939647,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.427826_12.944139,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.427826_13.020495,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.427826_13.024987,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.427826_13.110327,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.427826_13.132785,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.432318_12.858799,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.432318_12.86329,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.432318_12.867782,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.432318_12.881256,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.432318_12.885748,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.432318_12.957613,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.432318_12.998037,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.432318_13.087869,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.432318_13.092361,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.436809_12.818374,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.436809_12.840832,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.436809_12.854307,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.436809_12.912697,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.436809_12.926172,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.436809_12.944139,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.436809_13.03397,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.441301_12.818374,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.441301_12.831849,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.441301_12.836341,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.441301_12.840832,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.441301_12.944139,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.441301_12.94863,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.441301_13.056428,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.441301_13.069903,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.441301_13.083377,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.441301_13.110327,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.445793_12.840832,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.445793_12.86329,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.445793_12.867782,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.445793_12.912697,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.445793_12.957613,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.445793_12.984563,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.450284_12.809391,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.450284_12.872273,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.450284_12.89024,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.450284_12.971088,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.450284_12.993546,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.450284_13.029478,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.450284_13.047445,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.450284_13.146259,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.454776_12.809391,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.454776_12.885748,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.454776_12.980071,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.454776_12.993546,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.454776_13.078886,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.454776_13.087869,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.454776_13.114818,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.454776_13.141768,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.459267_12.8049,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.459267_12.822866,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.459267_12.845324,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.459267_12.872273,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.459267_12.903714,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.459267_12.926172,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.459267_12.97558,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.459267_13.016004,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.459267_13.020495,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.459267_13.11931,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.463759_12.813883,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.463759_12.836341,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.463759_12.86329,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.463759_12.867782,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.463759_12.872273,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.463759_12.881256,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.463759_12.885748,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.463759_12.894731,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.463759_12.899223,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.463759_12.917189,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.463759_12.953122,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.463759_13.03397,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.463759_13.078886,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.46825_12.827358,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.46825_12.836341,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.46825_12.894731,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.46825_12.94863,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.46825_12.953122,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.46825_12.966596,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.46825_13.007021,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.46825_13.020495,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.46825_13.114818,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.46825_13.150751,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.46825_13.1777,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.472742_12.746509,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.472742_12.751001,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.472742_12.755492,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.472742_12.795916,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.472742_12.836341,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.472742_12.984563,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.472742_13.087869,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.477234_12.764475,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.477234_12.782442,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.477234_12.840832,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.477234_12.899223,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.477234_12.935155,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.477234_12.944139,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.477234_12.94863,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.477234_12.971088,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.477234_13.002529,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.477234_13.056428,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.481725_12.737526,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.481725_12.768967,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.481725_12.831849,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.481725_12.89024,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.481725_12.894731,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.481725_12.944139,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.481725_12.971088,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.481725_12.980071,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.481725_13.024987,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.481725_13.03397,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.481725_13.096852,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.481725_13.137276,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.486217_12.764475,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.486217_12.872273,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.486217_12.939647,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.486217_12.998037,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.486217_13.042953,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.486217_13.06092,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.486217_13.114818,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.486217_13.11931,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.490708_12.768967,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.490708_12.8049,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.490708_12.849815,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.490708_12.89024,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.490708_13.051936,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.490708_13.087869,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.490708_13.092361,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.490708_13.096852,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.490708_13.182192,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.490708_13.209142,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.4952_12.786933,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.4952_12.836341,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.4952_12.899223,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.4952_12.962105,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.4952_13.020495,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.4952_13.024987,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.4952_13.03397,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.4952_13.087869,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.4952_13.092361,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.4952_13.182192,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.499692_12.755492,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.499692_12.858799,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.499692_12.899223,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.499692_12.984563,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.499692_13.114818,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.499692_13.137276,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.499692_13.168717,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.504183_12.764475,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.504183_12.786933,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.504183_12.818374,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.504183_12.854307,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.504183_12.858799,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.504183_12.953122,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.504183_13.083377,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.504183_13.141768,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.504183_13.159734,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.504183_13.195667,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.508675_12.751001,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.508675_12.795916,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.508675_12.831849,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.508675_12.836341,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.508675_12.845324,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.508675_12.903714,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.508675_12.912697,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.508675_12.917189,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.508675_13.114818,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.508675_13.137276,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.508675_13.159734,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.508675_13.191175,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.513166_12.746509,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.513166_12.764475,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.513166_12.77795,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.513166_12.822866,2019-09-01,2020-08-01,2020-09-01,2020-12-01
77.513166_12.908206,2019-09-01,2020-08-01,2020-09-01,2020-12-01
