date,longitude,latitude,Nitrogen,pH,NDVI,SoilMoisture,Clay,FertilityIndex,FertilityClass
2021-01-01,77.64342196122072,13.164225763107346,21.9,6.5,0.13770066,0.21393523,20.6,0.42325365359690675,Medium
2021-01-01,77.65689669048254,13.164225763107346,18.5,6.5,0.2447503,0.21393523,20.2,0.40723453685497546,Medium
2021-01-01,77.70181245468848,13.164225763107346,19.1,6.6,-0.019721298,0.22067076,21.9,0.3377357752039678,Low
2021-01-01,77.50418309218219,13.159734186686748,19.1,6.5,0.4081279,0.20057148,25.7,0.48645418519854156,Medium
2021-01-01,77.5086746686028,13.159734186686748,19.9,6.5,0.24694371,0.20572796,24.1,0.447280705756975,Medium
2021-01-01,77.56257358564994,13.159734186686748,20.0,6.4,0.2068587,0.20572796,21.2,0.39440096230292915,Low
2021-01-01,77.67935457258551,13.159734186686748,18.7,6.6,0.32493895,0.21393523,20.7,0.40756398259850435,Medium
2021-01-01,77.54011570354697,13.15524261026615,20.0,6.4,0.25117368,0.20572796,21.4,0.4066045237256389,Medium
2021-01-01,77.62545565553836,13.15524261026615,23.4,6.5,0.28671733,0.21393523,19.7,0.47136878638397767,Medium
2021-01-01,77.67935457258551,13.15524261026615,17.8,6.6,0.283748,0.21393523,20.6,0.3862939763770995,Low
2021-01-01,77.69282930184733,13.15524261026615,17.8,6.6,0.27447718,0.21393523,20.1,0.3807067881646335,Low
2021-01-01,77.7197787603709,13.15524261026615,18.0,6.6,0.24290206,0.22067076,21.7,0.38805572093588403,Low
2021-01-01,77.42333471661146,13.150751033845552,16.8,6.3,0.19005457,0.20057148,19.2,0.31304999373300735,Low
2021-01-01,77.4682504808174,13.150751033845552,17.4,6.4,0.24327053,0.20057148,20.7,0.36804504769031127,Low
2021-01-01,77.58952304417357,13.150751033845552,19.4,6.6,0.29774484,0.20572796,20.4,0.40441785920290646,Medium
2021-01-01,77.69732087826787,13.150751033845552,18.8,6.6,0.2569192,0.21393523,20.8,0.39269398001395406,Low
2021-01-01,77.71079560752969,13.150751033845552,17.2,6.5,0.14655098,0.22067076,20.5,0.37212565077327486,Low
2021-01-01,77.41884314019086,13.146259457424954,17.2,6.3,0.29551014,0.20057148,18.8,0.3409544113042501,Low
2021-01-01,77.45028417513504,13.146259457424954,20.5,6.4,0.2123437,0.20057148,20.1,0.39263079255554234,Low
2021-01-01,77.52214939786461,13.146259457424954,16.6,6.4,0.20729277,0.20572796,21.7,0.35816863635390866,Low
2021-01-01,77.57155673849115,13.146259457424954,18.8,6.5,0.28775996,0.20572796,19.8,0.4159960373988915,Medium
2021-01-01,77.59850619701473,13.146259457424954,18.0,6.4,0.31319696,0.20572796,19.3,0.384599961874694,Low
2021-01-01,77.42333471661146,13.141767881004355,18.5,6.4,0.3020447,0.20057148,19.1,0.38470571086883026,Low
2021-01-01,77.45477575155564,13.141767881004355,20.3,6.4,0.27079934,0.20057148,20.2,0.40531118684750406,Medium
2021-01-01,77.50418309218219,13.141767881004355,18.7,6.5,0.32821214,0.20057148,24.0,0.45091235090698917,Medium
2021-01-01,77.56257358564994,13.141767881004355,17.7,6.5,0.24804209,0.20572796,21.4,0.40401357998937554,Medium
2021-01-01,77.57155673849115,13.141767881004355,18.3,6.5,0.24580635,0.20572796,20.7,0.40582604237356884,Medium
2021-01-01,77.59850619701473,13.141767881004355,18.5,6.4,0.32079878,0.20572796,20.2,0.39825733114892115,Low
2021-01-01,77.61647250269715,13.141767881004355,19.3,6.4,0.18524401,0.21393523,20.7,0.38026680885887626,Low
2021-01-01,77.64791353764133,13.141767881004355,24.6,6.6,0.3300238,0.21393523,20.9,0.4789414503869189,Medium
2021-01-01,77.67935457258551,13.141767881004355,19.7,6.5,0.26553592,0.21393523,21.0,0.4316294625092596,Medium
2021-01-01,77.48172521007922,13.137276304583757,29.6,6.5,0.26541382,0.20057148,19.3,0.5314836200317131,Medium
2021-01-01,77.49969151576158,13.137276304583757,18.2,6.5,0.26452398,0.20057148,21.4,0.41222784807703083,Medium
2021-01-01,77.5086746686028,13.137276304583757,17.4,6.5,0.28409007,0.20572796,24.7,0.4312189022340055,Medium
2021-01-01,77.5131662450234,13.137276304583757,16.6,6.5,0.23824397,0.20572796,23.2,0.4007007425746886,Medium
2021-01-01,77.53562412712637,13.137276304583757,18.0,6.3,0.20084988,0.20572796,22.4,0.3525492382396487,Low
2021-01-01,77.58503146775297,13.137276304583757,18.7,6.5,0.2493384,0.20572796,21.4,0.41599362379171406,Medium
2021-01-01,77.62545565553836,13.137276304583757,17.8,6.5,0.42824507,0.21393523,22.0,0.45603865155697954,Medium
2021-01-01,77.63443880837951,13.137276304583757,17.8,6.6,0.40456578,0.21393523,21.8,0.4239010265440324,Medium
2021-01-01,77.70630403110908,13.137276304583757,34.0,6.5,0.29225004,0.22067076,20.4,0.6031499997013784,Medium
2021-01-01,77.7197787603709,13.137276304583757,18.6,6.6,0.28342843,0.22067076,20.6,0.39771701466698517,Low
2021-01-01,77.42782629303201,13.132784728163166,20.7,6.3,0.36823186,0.20057148,21.0,0.41419301429931055,Medium
2021-01-01,77.53562412712637,13.132784728163166,19.1,6.4,0.2866831,0.20572796,22.6,0.41277326344892507,Medium
2021-01-01,77.54011570354697,13.132784728163166,18.5,6.4,0.27699697,0.20572796,22.6,0.40339829288699197,Medium
2021-01-01,77.54909885638818,13.132784728163166,23.3,6.4,0.32340264,0.20572796,22.2,0.46811827244232057,Medium
2021-01-01,77.62096407911775,13.132784728163166,20.3,6.5,0.33045787,0.21393523,22.0,0.4611870075495157,Medium
2021-01-01,77.69282930184733,13.132784728163166,17.7,6.6,0.26067045,0.21393523,20.2,0.37681339080570697,Low
2021-01-01,77.69732087826787,13.132784728163166,17.7,6.6,0.34255615,0.21393523,20.2,0.39691583221032645,Low
2021-01-01,77.71079560752969,13.132784728163166,19.4,6.6,0.1726951,0.22067076,20.4,0.3785375982721354,Low
2021-01-01,77.55359043280879,13.128293151742568,23.3,6.3,0.34323996,0.20572796,22.1,0.4473259622163266,Medium
2021-01-01,77.59850619701473,13.128293151742568,21.4,6.5,0.2732649,0.20572796,20.4,0.4467317979553046,Medium
2021-01-01,77.60299777343533,13.128293151742568,20.9,6.4,0.31324393,0.21393523,20.1,0.42637539304830807,Medium
2021-01-01,77.62545565553836,13.128293151742568,20.9,6.4,0.40933293,0.21393523,22.3,0.46453419465677204,Medium
2021-01-01,77.6703714197443,13.128293151742568,19.6,6.5,0.29467496,0.21393523,21.6,0.44159024881107023,Medium
2021-01-01,77.7152871839503,13.128293151742568,18.7,6.5,0.1714271,0.22067076,21.5,0.40234781488861715,Medium
2021-01-01,77.68384614900611,13.12380157532197,18.1,6.5,0.28166723,0.21393523,20.8,0.41560620558053285,Medium
2021-01-01,77.71079560752969,13.12380157532197,16.8,6.5,0.25460342,0.22067076,22.5,0.4072321778089601,Medium
2021-01-01,77.7197787603709,13.12380157532197,17.4,6.5,0.20710906,0.22067076,22.1,0.3999206791668462,Low
2021-01-01,77.40536841092904,13.119309998901372,17.5,6.3,0.29102978,0.19658378,21.6,0.36061016247224476,Low
2021-01-01,77.41435156377025,13.119309998901372,18.5,6.3,0.21609744,0.20057148,20.2,0.34589094939440007,Low
2021-01-01,77.45926732797625,13.119309998901372,18.6,6.4,0.31863034,0.20057148,21.3,0.4045131018137281,Medium
2021-01-01,77.48621678649982,13.119309998901372,19.8,6.4,0.27984446,0.20057148,21.7,0.4116345798486515,Medium
2021-01-01,77.517657821444,13.119309998901372,16.7,6.5,0.24961202,0.20572796,20.8,0.38876367074371143,Low
2021-01-01,77.60299777343533,13.119309998901372,21.7,6.5,0.21925488,0.21393523,20.7,0.4416046088168439,Medium
2021-01-01,77.66138826690309,13.119309998901372,22.2,6.5,0.15495653,0.21393523,20.8,0.432312910334601,Medium
2021-01-01,77.68384614900611,13.119309998901372,17.0,6.6,0.2993633,0.21393523,21.3,0.3854337530960219,Low
2021-01-01,77.71079560752969,13.119309998901372,17.5,6.5,0.23978971,0.22067076,23.6,0.4190435356038912,Medium
2021-01-01,77.45477575155564,13.114818422480774,20.0,6.4,0.28052622,0.20057148,20.6,0.40684954108699634,Medium
2021-01-01,77.4682504808174,13.114818422480774,18.9,6.5,0.23769349,0.20057148,22.6,0.42175141111140113,Medium
2021-01-01,77.48621678649982,13.114818422480774,19.7,6.4,0.279469,0.20057148,20.7,0.4037537093875077,Medium
2021-01-01,77.49969151576158,13.114818422480774,20.5,6.4,0.27062514,0.20057148,20.4,0.4089252866341042,Medium
2021-01-01,77.5086746686028,13.114818422480774,18.5,6.4,0.23527889,0.20572796,21.7,0.3871964930331789,Low
2021-01-01,77.53113255070576,13.114818422480774,18.0,6.4,0.28066,0.20572796,20.2,0.38257260095198964,Low
2021-01-01,77.53562412712637,13.114818422480774,18.9,6.4,0.31224215,0.20572796,20.8,0.4047949634824698,Medium
2021-01-01,77.54011570354697,13.114818422480774,18.8,6.3,0.39291766,0.20572796,21.0,0.3997586331544723,Low
2021-01-01,77.56706516207055,13.114818422480774,23.8,6.5,0.14997353,0.20572796,20.8,0.44710186116771156,Medium
2021-01-01,77.60299777343533,13.114818422480774,21.9,6.6,0.260883,0.21393523,22.0,0.43776569217625366,Medium
2021-01-01,77.61647250269715,13.114818422480774,21.4,6.5,0.3100764,0.21393523,20.8,0.46106444907448896,Medium
2021-01-01,77.70181245468848,13.114818422480774,19.7,6.4,0.31661496,0.22067076,22.0,0.4279636174923293,Medium
2021-01-01,77.7152871839503,13.114818422480774,19.6,6.5,0.2741612,0.22067076,23.1,0.4486600650267374,Medium
2021-01-01,77.42782629303201,13.110326846060175,18.2,6.4,0.29065317,0.20057148,19.0,0.37774836559582536,Low
2021-01-01,77.44130102229383,13.110326846060175,18.1,6.5,0.2364965,0.20057148,18.6,0.385638045055969,Low
2021-01-01,77.52664097428521,13.110326846060175,17.8,6.4,0.2540862,0.20572796,20.5,0.3757032880976132,Low
2021-01-01,77.55359043280879,13.110326846060175,20.6,6.3,0.20201445,0.20572796,21.7,0.37852007121197156,Low
2021-01-01,77.5580820092294,13.110326846060175,20.6,6.4,0.23196647,0.20572796,20.5,0.40292609011675945,Medium
2021-01-01,77.66138826690309,13.110326846060175,20.9,6.6,0.08562874,0.21393523,21.9,0.3824177778282634,Low
2021-01-01,77.40536841092904,13.105835269639577,18.5,6.3,0.25556844,0.19658378,20.7,0.35760616182148985,Low
2021-01-01,77.52664097428521,13.105835269639577,18.2,6.4,0.23165588,0.20572796,20.9,0.377510510590548,Low
2021-01-01,77.54011570354697,13.105835269639577,18.5,6.4,0.27740836,0.20572796,21.2,0.3942277634515293,Low
2021-01-01,77.56706516207055,13.105835269639577,21.7,6.5,0.12931783,0.20572796,21.8,0.4241637330625534,Medium
2021-01-01,77.61198092627654,13.105835269639577,21.0,6.4,0.23481461,0.21393523,20.9,0.41358566591855833,Medium
2021-01-01,77.6748629961649,13.105835269639577,19.1,6.5,0.26198655,0.21393523,22.5,0.433694804044243,Medium
2021-01-01,77.7197787603709,13.105835269639577,18.1,6.6,0.33090764,0.22067076,23.4,0.42208501456934266,Medium
2021-01-01,77.54011570354697,13.101343693218979,17.4,6.5,0.19720286,0.22006409,21.1,0.3906706144201272,Low
2021-01-01,77.55359043280879,13.101343693218979,18.3,6.4,0.24412823,0.22006409,21.0,0.38702388256937525,Low
2021-01-01,77.65689669048254,13.101343693218979,19.9,6.6,0.24305172,0.22112162,19.4,0.395163499270481,Low
2021-01-01,77.66138826690309,13.101343693218979,19.1,6.6,0.2271393,0.22112162,20.6,0.3898746707270134,Low
2021-01-01,77.67935457258551,13.101343693218979,18.8,6.4,0.4141739,0.22112162,21.9,0.4409012569223029,Medium
2021-01-01,77.73774506605326,13.101343693218979,17.3,6.7,0.3216397,0.22509581,23.7,0.3888940716340899,Low
2021-01-01,77.74223664247387,13.101343693218979,18.2,6.7,0.23126605,0.22509581,23.7,0.37720351694169,Low
2021-01-01,77.41435156377025,13.096852116798381,17.1,6.4,0.31205705,0.20626916,19.7,0.3766480245479181,Low
2021-01-01,77.48172521007922,13.096852116798381,21.8,6.4,0.23407254,0.20626916,21.6,0.4248965786490125,Medium
2021-01-01,77.49070836292043,13.096852116798381,21.1,6.5,0.23327525,0.20626916,20.5,0.43425281528427473,Medium
2021-01-01,77.5131662450234,13.096852116798381,22.3,6.5,0.2676507,0.22006409,23.4,0.4803397759704826,Medium
2021-01-01,77.53562412712637,13.096852116798381,18.7,6.5,0.29286194,0.22006409,20.2,0.42335442181265054,Medium
2021-01-01,77.54909885638818,13.096852116798381,20.3,6.4,0.22523935,0.22006409,21.0,0.40571039255264424,Medium
2021-01-01,77.69282930184733,13.096852116798381,17.6,6.6,0.27153277,0.22112162,21.3,0.38791604787531025,Low
2021-01-01,77.7152871839503,13.096852116798381,16.7,6.7,0.2852196,0.22509581,22.2,0.36302229917148165,Low
2021-01-01,77.42333471661146,13.092360540377783,16.5,6.3,0.2723766,0.20626916,19.2,0.3315983725427273,Low
2021-01-01,77.43231786945262,13.092360540377783,18.2,6.3,0.4318894,0.20626916,19.5,0.3925696228016164,Low
2021-01-01,77.49070836292043,13.092360540377783,20.0,6.5,0.3275306,0.20626916,20.2,0.4425771872392084,Medium
2021-01-01,77.49519993934098,13.092360540377783,19.8,6.5,0.32678753,0.20626916,21.1,0.44602267145743024,Medium
2021-01-01,77.54011570354697,13.092360540377783,18.9,6.3,0.16227615,0.22006409,21.0,0.348926779218418,Low
2021-01-01,77.6703714197443,13.092360540377783,16.9,6.5,0.26100025,0.22112162,20.9,0.39951810633472445,Low
2021-01-01,77.6748629961649,13.092360540377783,18.0,6.5,0.35125655,0.22112162,20.9,0.4345034674760773,Medium
2021-01-01,77.72876191321205,13.092360540377783,18.4,6.6,0.3311926,0.22509581,23.7,0.4290672388312797,Medium
2021-01-01,77.74672821889448,13.092360540377783,18.5,6.6,0.24430479,0.22509581,21.8,0.3963202091404596,Low
2021-01-01,77.43231786945262,13.087868963957185,19.5,6.3,0.34950694,0.20626916,20.3,0.39280359293704553,Low
2021-01-01,77.45477575155564,13.087868963957185,17.8,6.4,0.40819597,0.20626916,18.3,0.399141286916293,Low
2021-01-01,77.47274205723801,13.087868963957185,18.6,6.4,0.30955625,0.20626916,20.9,0.4014738245930473,Medium
2021-01-01,77.49070836292043,13.087868963957185,20.4,6.5,0.2860059,0.20626916,20.4,0.4383723522434457,Medium
2021-01-01,77.49519993934098,13.087868963957185,19.3,6.5,0.22995117,0.20626916,19.8,0.407809758624223,Medium
2021-01-01,77.5131662450234,13.087868963957185,21.7,6.5,0.2786735,0.22006409,20.3,0.45551892046843767,Medium
2021-01-01,77.58053989133236,13.087868963957185,19.9,6.4,0.2045197,0.22006409,20.7,0.39397236647448347,Low
2021-01-01,77.59401462059412,13.087868963957185,22.7,6.6,0.21641882,0.22006409,22.9,0.44411612572449244,Medium
2021-01-01,77.60748934985594,13.087868963957185,27.1,6.6,0.23385371,0.22112162,22.5,0.4974002596501673,Medium
2021-01-01,77.62994723195891,13.087868963957185,18.3,6.5,0.23575467,0.22112162,20.9,0.40964700057486003,Medium
2021-01-01,77.66138826690309,13.087868963957185,17.9,6.5,0.2080786,0.22112162,22.4,0.40812174548988117,Medium
2021-01-01,77.72876191321205,13.087868963957185,18.8,6.5,0.42847514,0.22509581,22.8,0.47665396895941636,Medium
2021-01-01,77.44130102229383,13.083377387536586,19.3,6.4,0.259565,0.20626916,19.1,0.3854440122186835,Low
2021-01-01,77.50418309218219,13.083377387536586,22.0,6.5,0.2397135,0.20626916,19.7,0.44103098008552355,Medium
2021-01-01,77.53113255070576,13.083377387536586,21.5,6.5,0.30001116,0.22006409,20.2,0.4577625730728699,Medium
2021-01-01,77.53562412712637,13.083377387536586,21.2,6.5,0.28504422,0.22006409,20.2,0.45058973804249414,Medium
2021-01-01,77.58053989133236,13.083377387536586,20.6,6.4,0.24097084,0.22006409,20.6,0.41042191333628947,Medium
2021-01-01,77.58952304417357,13.083377387536586,21.9,6.5,0.2705467,0.22006409,21.7,0.4651277251821964,Medium
2021-01-01,77.59850619701473,13.083377387536586,22.2,6.6,0.20035022,0.22006409,22.7,0.4330159750359969,Medium
2021-01-01,77.63443880837951,13.083377387536586,18.2,6.6,0.14386071,0.22112162,20.6,0.35893465647537404,Low
2021-01-01,77.63893038480012,13.083377387536586,18.2,6.6,0.13984951,0.22112162,19.9,0.3533141696780007,Low
2021-01-01,77.6703714197443,13.083377387536586,17.2,6.6,0.30742538,0.22112162,21.6,0.3940494973028506,Low
2021-01-01,77.69282930184733,13.083377387536586,17.1,6.5,0.28658482,0.22112162,20.5,0.4054823175839605,Medium
2021-01-01,77.74672821889448,13.083377387536586,18.2,6.5,0.2999,0.22509581,23.3,0.44140372768243213,Medium
2021-01-01,77.45477575155564,13.078885811115988,18.3,6.4,0.26089326,0.20626916,20.1,0.38073080094767614,Low
2021-01-01,77.4637589043968,13.078885811115988,21.2,6.3,0.3138023,0.20626916,20.6,0.40585014878946546,Medium
2021-01-01,77.52214939786461,13.078885811115988,22.8,6.4,0.32855585,0.22006409,20.4,0.45625497405363996,Medium
2021-01-01,77.52664097428521,13.078885811115988,22.8,6.4,0.3038542,0.22006409,20.2,0.4488663658776444,Medium
2021-01-01,77.63893038480012,13.078885811115988,18.3,6.6,0.32893288,0.22112162,22.5,0.41811771100500783,Medium
2021-01-01,77.73774506605326,13.078885811115988,18.2,6.5,0.21424922,0.22509581,22.7,0.4164034720994175,Medium
2021-01-01,77.74223664247387,13.078885811115988,18.1,6.5,0.31972215,0.22509581,21.9,0.43583224103249035,Medium
2021-01-01,77.54011570354697,13.074394234695397,23.2,6.4,0.16157292,0.22006409,20.2,0.41860189987946544,Medium
2021-01-01,77.66138826690309,13.074394234695397,20.9,6.6,0.25726286,0.22112162,21.4,0.4235590884155673,Medium
2021-01-01,77.67935457258551,13.074394234695397,18.5,6.6,0.21307209,0.22112162,21.9,0.38803344318952304,Low
2021-01-01,77.68384614900611,13.074394234695397,17.3,6.6,0.3452314,0.22112162,22.1,0.4078080843513269,Medium
2021-01-01,77.7242703367915,13.074394234695397,18.7,6.6,0.2315162,0.22509581,22.3,0.39882430785681233,Low
2021-01-01,77.74223664247387,13.074394234695397,16.4,6.6,0.3569915,0.22509581,23.3,0.40942809011579423,Medium
2021-01-01,77.44130102229383,13.069902658274799,17.2,6.5,0.17758007,0.20626916,21.4,0.38105920261358245,Low
2021-01-01,77.53562412712637,13.069902658274799,25.5,6.4,0.22918615,0.22006409,20.3,0.46268494577973435,Medium
2021-01-01,77.55359043280879,13.069902658274799,28.7,6.4,0.21756238,0.22006409,21.6,0.5057584367083967,Medium
2021-01-01,77.6703714197443,13.069902658274799,18.0,6.6,0.23030415,0.22112162,22.2,0.38841966030849473,Low
2021-01-01,77.6748629961649,13.069902658274799,17.1,6.6,0.25331107,0.22112162,22.5,0.3855588474085828,Low
2021-01-01,77.7197787603709,13.069902658274799,17.9,6.6,0.23609684,0.22509581,21.1,0.38267236119033815,Low
2021-01-01,77.62545565553836,13.0654110818542,17.6,6.6,0.24180885,0.22112162,21.8,0.38393026454404683,Low
2021-01-01,77.69282930184733,13.0654110818542,20.9,6.6,0.418167,0.22112162,22.8,0.4723315995093676,Medium
2021-01-01,77.48621678649982,13.060919505433603,21.8,6.3,0.2384652,0.20626916,20.2,0.3917034267885226,Low
2021-01-01,77.62994723195891,13.060919505433603,18.1,6.6,0.22153652,0.22112162,22.9,0.392069202806707,Low
2021-01-01,77.68384614900611,13.060919505433603,18.6,6.6,0.26376835,0.22112162,22.9,0.4082677640508414,Medium
2021-01-01,77.69282930184733,13.060919505433603,21.3,6.5,0.26771772,0.22112162,22.4,0.4624129325581242,Medium
2021-01-01,77.7242703367915,13.060919505433603,18.0,6.6,0.24560712,0.22509581,21.7,0.3901467677902992,Low
2021-01-01,77.73774506605326,13.060919505433603,18.1,6.6,0.2404204,0.22509581,22.5,0.39533765357369516,Low
2021-01-01,77.74672821889448,13.060919505433603,16.3,6.6,0.2766201,0.22509581,22.7,0.384557709460953,Low
2021-01-01,77.44130102229383,13.056427929013005,17.3,6.4,0.2949177,0.20626916,21.0,0.3833820513861925,Low
2021-01-01,77.47723363365861,13.056427929013005,18.5,6.4,0.1841166,0.20626916,21.2,0.3714997275230374,Low
2021-01-01,77.52214939786461,13.056427929013005,24.5,6.3,0.33029392,0.22006409,20.4,0.4515067325557666,Medium
2021-01-01,77.63893038480012,13.056427929013005,21.3,6.7,0.2408521,0.22112162,22.2,0.40449308290618896,Medium
2021-01-01,77.66138826690309,13.056427929013005,19.1,6.6,0.17105082,0.22112162,22.8,0.39067482638383205,Low
2021-01-01,77.67935457258551,13.056427929013005,18.3,6.5,0.34007353,0.22112162,23.0,0.44916393111207314,Medium
2021-01-01,77.7152871839503,13.056427929013005,17.8,6.6,0.28600448,0.22509581,22.3,0.4017052224324631,Medium
2021-01-01,77.73325348963266,13.056427929013005,17.1,6.6,0.22935645,0.22509581,22.2,0.37897295858130187,Low
2021-01-01,77.49070836292043,13.051936352592406,23.3,6.3,0.19356497,0.20626916,21.6,0.40744492791003567,Medium
2021-01-01,77.5580820092294,13.051936352592406,26.1,6.3,0.21760592,0.22006409,22.1,0.45375968408332157,Medium
2021-01-01,77.6658798433237,13.051936352592406,19.2,6.5,0.28155273,0.22112162,23.7,0.44992881898750364,Medium
2021-01-01,77.6748629961649,13.051936352592406,19.5,6.5,0.20413534,0.22112162,23.6,0.43375961113459965,Medium
2021-01-01,77.7152871839503,13.051936352592406,19.5,6.5,0.35164362,0.22509581,21.8,0.45933304676025566,Medium
2021-01-01,77.73774506605326,13.051936352592406,17.2,6.6,0.2614369,0.22509581,22.4,0.3893391980449728,Low
2021-01-01,77.45028417513504,13.047444776171808,18.4,6.3,0.3999691,0.20626916,22.0,0.4036220361651156,Medium
2021-01-01,77.63443880837951,13.047444776171808,19.7,6.6,0.1274341,0.22112162,23.3,0.39027552968252543,Low
2021-01-01,77.67935457258551,13.047444776171808,42.2,6.5,0.25661254,0.22112162,23.0,0.707391966757943,High
2021-01-01,77.69282930184733,13.047444776171808,50.1,6.4,0.5112919,0.22112162,23.4,0.839691487443509,High
2021-01-01,77.72876191321205,13.047444776171808,19.2,6.6,0.2643078,0.22509581,24.1,0.4246258798431298,Medium
2021-01-01,77.48621678649982,13.04295319975121,21.3,6.3,0.23295285,0.20626916,21.2,0.39114179115022185,Low
2021-01-01,77.54011570354697,13.04295319975121,21.9,6.4,0.37661773,0.22006409,21.1,0.4621940080975105,Medium
2021-01-01,77.5580820092294,13.04295319975121,24.0,6.4,0.26550093,0.22006409,21.5,0.46205431193753677,Medium
2021-01-01,77.58503146775297,13.04295319975121,24.3,6.5,0.2532423,0.22006409,22.7,0.4954904549586342,Medium
2021-01-01,77.70630403110908,13.04295319975121,20.1,6.6,0.23212227,0.22509581,22.3,0.4152996249685572,Medium
2021-01-01,77.64342196122072,13.038461623330612,20.9,6.6,0.18471418,0.22112162,22.1,0.41038459023211127,Medium
2021-01-01,77.6658798433237,13.038461623330612,19.1,6.6,0.14581244,0.22112162,23.0,0.38580346087919787,Low
2021-01-01,77.70630403110908,13.038461623330612,18.8,6.7,0.19672158,0.22509581,23.1,0.37174663423528365,Low
2021-01-01,77.7152871839503,13.038461623330612,19.5,6.5,0.348148,0.22509581,22.6,0.46377290655208736,Medium
2021-01-01,77.74223664247387,13.038461623330612,17.5,6.6,0.35059258,0.22509581,21.3,0.40744014939311435,Medium
