Rain_log,Temp,LST,SoilMoisture,NDVI_log,green_fraction_boxcox,Clay,Silt_log,Nitrogen_log,pH,BulkDensity,Elevation,Slope_log,AOD_log,NO2_log,SO2_log,Month_Sin,Month_Cos,longitude,latitude
0.0,21.220828054284596,30.81,0.1289109,0.15384220939800425,-11.664729118192083,21.1,3.0007198150650303,3.349904087274605,6.5,1.32,848,1.4409712596571003,0.40540058989787714,4.210308215536225,2.002742013395567,0.49999999999999994,0.8660254037844387,77.3514694938819,12.939646942077466
0.0,21.220828054284596,30.94500000000005,0.12755226,0.226239633501558,-12.118935700217738,20.1,3.025291075795536,3.095577608523707,6.5,1.35,802,0.391192855658863,0.43667009803406287,4.223395901391495,3.6336072880995207,0.49999999999999994,0.8660254037844387,77.3559610703025,12.89922275429209
0.0,21.220828054284596,31.370000000000005,0.1289109,0.253951282057631,-8.756861739022582,20.3,3.0204248861443626,2.9652730660692823,6.5,1.34,814,0.9340586238330253,0.40406412719253615,4.184800441003621,4.050352166923672,0.49999999999999994,0.8660254037844387,77.3559610703025,12.948630094918663
0.0,20.990270048572256,30.44500000000005,0.1289109,0.21597797175942093,-12.502673231641976,21.3,3.0587070727153796,3.6635616461296463,6.5,1.28,813,1.1194688375179929,0.3887650313418469,4.146734372261089,4.923710948921376,0.49999999999999994,0.8660254037844387,77.3559610703025,12.96210482418045
0.0,21.220828054284596,31.090000000000032,0.12755226,0.21152635625445784,-8.751835805651158,18.2,3.039749158970765,2.9231615807191558,6.5,1.36,786,1.0908514511241465,0.4396435445246509,4.217932285780506,3.7731658508833115,0.49999999999999994,0.8660254037844387,77.3604526467231,12.867781719347903
0.0,21.220828054284596,31.28000000000003,0.12755226,0.19401414790778848,-10.14467672711129,20.8,3.0397491589707655,3.1135153092103742,6.5,1.35,819,0.6693403842684448,0.4361328652734479,4.254313314947218,3.3317713684584693,0.49999999999999994,0.8660254037844387,77.3604526467231,12.90820590713328
0.0,21.220828054284596,31.86500000000001,0.1289109,0.15639380214625243,-11.115075079156329,21.3,3.054001181677967,3.32862668882732,6.5,1.32,828,0.8454640227915657,0.4346840467773844,4.266078883163694,0.0,0.49999999999999994,0.8660254037844387,77.3604526467231,12.926172212815672
0.0,21.220828054284596,31.52000000000004,0.12755226,0.2739424395031551,-8.952906309937616,20.3,3.091042453358316,2.9391619220655967,6.5,1.37,773,0.7979611919114933,0.41639659409637464,4.219937294272965,0.0,0.49999999999999994,0.8660254037844387,77.36494422314365,12.854306990086108
0.0,20.990270048572256,30.835000000000036,0.1289109,0.2286711897327221,-11.031668926191427,20.6,3.054001181677967,2.970414465569701,6.4,1.36,823,0.9102091565262815,0.38965659895497895,4.17658199165016,4.661918758588459,0.49999999999999994,0.8660254037844387,77.36494422314365,12.96210482418045
0.0,21.220828054284596,31.035000000000025,0.12755226,0.20767267609841633,-12.286420346493156,20.5,3.039749158970765,2.9652730660692823,6.5,1.36,801,1.0412722936374121,0.43333623255122233,4.274055529907529,3.020130858372707,0.49999999999999994,0.8660254037844387,77.36943579956426,12.881256448609697
0.0,21.220828054284596,31.24000000000001,0.12755226,0.2124562449612984,-11.337717142035295,20.9,3.072693314690119,2.9338568698359038,6.5,1.35,793,0.7128759816016224,0.42935294680511416,4.2655959588889925,2.7419916514820284,0.49999999999999994,0.8660254037844387,77.36943579956426,12.890239601450894
0.0,21.220828054284596,32.32000000000005,0.1289109,0.21693450703232944,-12.737684411033705,21.2,3.0204248861443626,2.8622008809294686,6.5,1.36,856,0.19292255050758397,0.4171630858539739,4.26522381058529,0.0,0.49999999999999994,0.8660254037844387,77.36943579956426,12.935155365656868
0.0,20.990270048572256,32.01000000000005,0.1289109,0.19928610827264076,-14.90695629453468,21.3,3.091042453358316,2.9014215940827497,6.5,1.38,815,0.7154007234757911,0.3793985791538286,4.146169288239939,3.945024307335716,0.49999999999999994,0.8660254037844387,77.36943579956426,12.998037435545235
0.0,20.990270048572256,32.25000000000006,0.1289109,0.2601645545709739,-9.698541986815355,21.0,3.122364924487357,2.9856819377004897,6.5,1.38,819,0.16422825576688807,0.3729781633895775,4.107039550920819,3.397876687399539,0.49999999999999994,0.8660254037844387,77.36943579956426,13.007020588386432
0.0,21.220828054284596,32.38000000000005,0.1289109,0.1486136329229241,-15.68288708628473,20.6,3.100092288878234,3.1179499062782403,6.5,1.35,813,1.0240804266857872,0.42320427056890386,4.286020288602831,2.525648538905641,0.49999999999999994,0.8660254037844387,77.37392737598486,12.912697483553877
0.0,20.990270048572256,30.58000000000004,0.1289109,0.21935823603951607,-12.531719852600952,20.3,3.0007198150650303,2.990719731730447,6.4,1.35,853,0.7938637196315442,0.3891574190259085,4.232552263028208,0.0,0.49999999999999994,0.8660254037844387,77.37392737598486,12.971087977021647
0.0,20.990270048572256,31.700000000000045,0.12440931,0.2201493130536039,-11.395145815547089,21.0,3.0492730404820207,2.928523523860541,6.5,1.38,837,0.8667668606074876,0.3731361477327284,4.1147719035863615,4.059835152781173,0.49999999999999994,0.8660254037844387,77.37392737598486,13.01151216480703
0.0,20.990270048572256,31.700000000000045,0.12440931,0.24732528220723524,-10.069694493217455,22.0,2.954910279033736,2.9231615807191558,6.5,1.39,843,0.9413501454774921,0.3731361477327284,4.1147719035863615,4.059835152781173,0.49999999999999994,0.8660254037844387,77.37392737598486,13.016003741227628
0.0,20.990270048572256,30.860000000000017,0.1289109,0.2211339414001728,-11.105378303879784,19.3,2.96010509591084,2.9806186357439426,6.4,1.36,857,0.334339392296383,0.40165082542815284,4.244374641015301,4.289410967802909,0.49999999999999994,0.8660254037844387,77.37841895240547,12.966596400601048
0.0,21.220828054284596,31.850000000000023,0.12755226,0.20771442821091454,-11.765858420439573,22.3,3.0726933146901194,2.995732273553991,6.5,1.37,783,0.39854493887466425,0.4318490142744519,4.333863272455854,3.619059576776014,0.49999999999999994,0.8660254037844387,77.38291052882607,12.894731177871492
0.0,20.990270048572256,31.05000000000001,0.1289109,0.20687515972293083,-12.517672945508417,24.8,3.0397491589707655,2.89591193827178,6.5,1.37,866,0.5386454157762423,0.4071479019423805,4.300746822102501,5.2249534223364655,0.49999999999999994,0.8660254037844387,77.38291052882607,12.953121671339261
0.0,20.990270048572256,31.05000000000001,0.1289109,0.21313285103884477,-10.81556582821786,24.5,3.0106208860477417,2.9069010598473755,6.5,1.37,859,0.7369036014367667,0.4071479019423805,4.300746822102501,5.2249534223364655,0.49999999999999994,0.8660254037844387,77.38291052882607,12.95761324775986
0.0,20.990270048572256,30.980000000000015,0.1289109,0.19754328292891601,-11.154583559369465,24.7,3.034952986707272,2.8678989020441064,6.5,1.38,866,0.439139926303975,0.40537963436991836,4.291656610663192,4.929539892809619,0.49999999999999994,0.8660254037844387,77.38740210524668,12.96210482418045
0.0,20.990270048572256,30.880000000000052,0.1289109,0.2225438915542293,-12.199214284833863,21.3,2.9652730660692828,2.9806186357439426,6.5,1.38,852,0.6571650953849806,0.3877710254991632,4.274737491881112,4.143181668268764,0.49999999999999994,0.8660254037844387,77.38740210524668,12.975579553442245
0.0,20.990270048572256,30.880000000000052,0.1289109,0.22937881558789394,-12.653640753402724,22.3,2.975529566236472,2.9601050959108397,6.5,1.38,839,0.7882939833826142,0.3877710254991632,4.2714627732289685,3.675557808493939,0.49999999999999994,0.8660254037844387,77.38740210524668,12.980071129862843
0.0,21.220828054284596,31.450000000000045,0.12755226,0.18752051874018802,-14.507772004223602,20.4,3.058707072715379,3.039749158970765,6.5,1.35,807,1.150133387106347,0.4386533335317333,4.29702108348229,0.0,0.49999999999999994,0.8660254037844387,77.39189368166728,12.867781719347903
0.0,21.220828054284596,31.315000000000055,0.12755226,0.08253184258987503,-10.403096710098819,21.8,3.0106208860477417,3.0204248861443626,6.4,1.33,837,1.1343592509701255,0.44250395554315075,4.355728881332299,0.0,0.49999999999999994,0.8660254037844387,77.39189368166728,12.881256448609697
0.0,21.220828054284596,31.370000000000005,0.12755226,0.10661923613671835,-10.83507429374606,21.9,3.0056826044071587,3.0349529867072724,6.5,1.33,839,1.0430977464599214,0.44036739345073544,4.355728881332299,0.0,0.49999999999999994,0.8660254037844387,77.39189368166728,12.885748025030296
0.0,21.220828054284596,32.05500000000001,0.12755226,0.15515176999781075,-12.37115067456169,21.6,3.0680529351336174,3.0155349008501706,6.5,1.34,838,0.7115245770107052,0.4171064852762105,4.377683232187815,4.0610868729677465,0.49999999999999994,0.8660254037844387,77.39638525808783,12.894731177871492
0.0,21.220828054284596,32.22500000000002,0.12755226,0.17707582195388646,-10.988692530992742,21.8,3.1179499062782403,2.9496883350525844,6.4,1.35,830,0.460658246874331,0.41372152816415936,4.389165204068056,5.075347115838691,0.49999999999999994,0.8660254037844387,77.39638525808783,12.90820590713328
0.0,21.220828054284596,32.43000000000001,0.1289109,0.17932368432802978,-11.884200105842503,22.4,3.0864866368224546,2.990719731730447,6.5,1.35,867,0.7917942866278345,0.4094920766946251,4.362944749657953,5.453562957025252,0.49999999999999994,0.8660254037844387,77.39638525808783,12.944138518498065
0.0,20.990270048572256,30.460000000000036,0.1289109,0.3031120137700997,-7.30900821064861,23.4,2.9806186357439426,2.917770732084279,6.4,1.37,856,0.7623862617348038,0.40766780858640306,4.297428060527515,4.495980291793414,0.49999999999999994,0.8660254037844387,77.39638525808783,12.971087977021647
0.0,20.990270048572256,30.835000000000036,0.1289109,0.24785554322899603,-9.352310312490362,23.1,2.9652730660692828,2.8791984572980396,6.4,1.37,852,0.7960014231375714,0.39715718844279413,4.297428060527515,4.495980291793414,0.49999999999999994,0.8660254037844387,77.39638525808783,12.975579553442245
0.0,20.990270048572256,31.120000000000005,0.12440931,0.22460058532443383,-11.800373343507832,18.7,2.8154087194227095,2.9069010598473755,6.4,1.37,852,0.685801265270362,0.3667420488824011,4.154115052029295,4.030604216641317,0.49999999999999994,0.8660254037844387,77.39638525808783,13.029478470489416
0.0,20.990270048572256,32.22500000000002,0.1289109,0.19360546997798592,-11.909665703017707,24.7,3.0633909220278057,2.884800712846709,6.5,1.36,864,0.6942332405831941,0.41976587176587116,4.3467242833974895,5.303371892673863,0.49999999999999994,0.8660254037844387,77.40087683450844,12.95761324775986
0.0,20.990270048572256,31.32000000000005,0.1289109,0.13392354072440477,-10.321270307122239,23.1,3.049273040482021,2.8791984572980396,6.4,1.37,857,0.8502102438497877,0.4187449602974988,4.32905097345888,4.913766632080823,0.49999999999999994,0.8660254037844387,77.40087683450844,12.966596400601048
0.0,20.990270048572256,31.120000000000005,0.12440931,0.26453105374472086,-9.888024110775703,18.7,2.827313621929027,2.8735646395797834,6.4,1.37,857,0.6059215842633617,0.3667420488824011,4.168743640214429,3.79902728531184,0.49999999999999994,0.8660254037844387,77.40087683450844,13.029478470489416
0.0,21.220828054284596,31.04000000000002,0.12755226,0.2546638150395959,-8.380125434941181,20.8,3.0397491589707655,2.8903717578961645,6.5,1.37,816,0.6961388510478304,0.44591369958884763,4.390419631213013,0.0,0.49999999999999994,0.8660254037844387,77.40536841092904,12.881256448609697
0.0,21.220828054284596,31.305000000000007,0.12755226,0.22313255125370932,-10.283495766034047,19.9,3.1223649244873566,2.91235066461494,6.5,1.36,812,0.7917464453889765,0.42921502092029196,4.390047220688803,3.331480025770466,0.49999999999999994,0.8660254037844387,77.40536841092904,12.890239601450894
0.0,21.220828054284596,31.510000000000048,0.12755226,0.2238367270124149,-11.457069886200852,20.3,3.100092288878234,2.856470206220483,6.5,1.37,812,0.7346743663743615,0.40707065613270266,4.416379917959115,4.849279863146868,0.49999999999999994,0.8660254037844387,77.40536841092904,12.903714330712688
0.0,21.220828054284596,31.640000000000043,0.1289109,0.20146313231021062,-12.441611388258005,23.1,3.1135153092103747,3.044522437723423,6.5,1.35,834,1.1031513050628488,0.4036740314032596,4.3771678679782635,4.986831837974209,0.49999999999999994,0.8660254037844387,77.40536841092904,12.93066378923627
0.0,20.990270048572256,31.815000000000055,0.1289109,0.29247232584608285,-9.315237682605638,21.3,3.0252910757955354,2.9231615807191558,6.5,1.37,841,0.563326893257746,0.387318109502116,4.362387608156554,2.7461568303745705,0.49999999999999994,0.8660254037844387,77.40536841092904,12.998037435545235
0.0,20.841218259257687,30.70500000000004,0.12691656,0.18707335741913358,-14.281073192716187,20.7,2.8273136219290276,2.970414465569701,6.3,1.37,889,0.7521195204630484,0.3779381796062998,3.7914304522690796,0.0,0.49999999999999994,0.8660254037844387,77.40536841092904,13.105835269639577
0.0,20.841218259257687,32.00000000000006,0.12691656,0.2651305731664995,-9.757268924319424,21.6,2.7146947438208793,2.917770732084279,6.3,1.37,900,0.5996146048808231,0.3625750043011576,3.7408280020425533,0.0,0.49999999999999994,0.8660254037844387,77.40536841092904,13.119309998901372
0.0,21.220828054284596,31.015000000000043,0.12755226,0.25015420881986206,-10.645977074239351,18.8,3.0106208860477417,2.8735646395797834,6.5,1.37,817,0.5047829253826815,0.42937516892445704,4.328659727924674,0.0,0.49999999999999994,0.8660254037844387,77.40985998734965,12.872273295768501
0.0,21.220828054284596,31.285000000000025,0.12755226,0.15072488993275993,-14.60411665573595,20.5,3.039749158970765,2.8213788864092133,6.5,1.37,810,0.7669670433570092,0.4275183827709576,4.390419631213013,0.0,0.49999999999999994,0.8660254037844387,77.40985998734965,12.881256448609697
0.0,20.990270048572256,31.885000000000048,0.1289109,0.23661336073839048,-11.67023994605391,22.9,3.034952986707272,2.9601050959108397,6.5,1.36,863,1.155979091904591,0.4241318996686208,4.32905097345888,4.913766632080823,0.49999999999999994,0.8660254037844387,77.40985998734965,12.96210482418045
0.0,21.220828054284596,30.940000000000055,0.12867045,0.2611151769901274,-10.823476150950048,23.1,3.1179499062782408,2.9806186357439426,6.4,1.35,808,0.7517804562562581,0.39369434935130826,4.3944548675394035,5.092435206540758,0.49999999999999994,0.8660254037844387,77.41435156377025,12.93066378923627
0.0,20.990270048572256,30.77000000000004,0.12867045,0.2688572929066169,-10.627919722179184,21.6,3.0301337002713233,2.884800712846709,6.4,1.37,830,0.7787612776418522,0.41075026234221823,4.381963417834227,3.6261114202919402,0.49999999999999994,0.8660254037844387,77.41435156377025,12.98905428270404
0.0,20.990270048572256,31.58000000000004,0.12867045,0.32486262656824477,-7.898613081691747,23.1,2.9704144655697013,2.9014215940827497,6.4,1.36,827,0.2868693547862288,0.4019546802556082,4.3906208465088605,0.0,0.49999999999999994,0.8660254037844387,77.41435156377025,12.993545859124637
0.0,20.990270048572256,32.00000000000006,0.12821847,0.21336744048385212,-12.085701033374699,19.4,2.9549102790337356,2.9231615807191558,6.4,1.37,853,0.7672788988602967,0.37652030536453124,4.159713036621913,3.257708653255821,0.49999999999999994,0.8660254037844387,77.41435156377025,13.033970046910014
0.0,20.841218259257687,31.440000000000055,0.12821847,0.20096275826220455,-14.004936369427645,19.7,2.850706501503733,2.89591193827178,6.4,1.38,877,0.6353030234164987,0.3990763221546301,3.878986311043188,3.9671208000712017,0.49999999999999994,0.8660254037844387,77.41435156377025,13.096852116798381
0.0,20.841218259257687,32.06,0.12826449,0.18725191590725915,-15.3631160806106,20.2,2.760009940032921,2.970414465569701,6.3,1.37,891,0.7178780851000975,0.3674170404706345,3.7880132195070857,3.335206713761634,0.49999999999999994,0.8660254037844387,77.41435156377025,13.119309998901372
0.0,21.220828054284596,31.170000000000016,0.12750304,0.23587764745923576,-9.401387840818918,18.3,3.068052935133617,2.8791984572980396,6.5,1.36,804,0.4736299835676614,0.42323608924487843,4.334041732090725,1.3555252662819157,0.49999999999999994,0.8660254037844387,77.41884314019086,12.8767648721891
0.0,21.220828054284596,31.225000000000023,0.12750304,0.30720062999220316,-7.735195885689168,19.4,3.058707072715379,2.9231615807191558,6.5,1.36,795,0.7128759816016224,0.4137987080555793,4.410639023454201,2.7318927982761236,0.49999999999999994,0.8660254037844387,77.41884314019086,12.890239601450894
0.0,21.220828054284596,31.02000000000004,0.12867045,0.2486994243587643,-9.851790678276746,21.9,3.1527360223636554,2.970414465569701,6.4,1.36,823,0.612831659842981,0.3924331919391573,4.389789610156441,5.323214822101014,0.49999999999999994,0.8660254037844387,77.41884314019086,12.948630094918663
0.0,20.990270048572256,31.095000000000027,0.12867045,0.17983192690241723,-12.328474818533069,22.8,3.054001181677967,2.8735646395797834,6.5,1.38,856,0.6112670199699356,0.43166279204594654,4.368502801060447,4.269404648785515,0.49999999999999994,0.8660254037844387,77.41884314019086,12.971087977021647
0.0,20.990270048572256,31.02000000000004,0.12867045,0.3662251115689598,-5.039090519268566,24.7,3.034952986707272,2.9014215940827497,6.4,1.36,832,0.703613219996738,0.40490354695343783,4.3906208465088605,0.0,0.49999999999999994,0.8660254037844387,77.41884314019086,12.993545859124637
0.0,20.990270048572256,32.22000000000003,0.12821847,0.17308124631665192,-12.734849881859544,20.2,3.0106208860477417,2.8791984572980396,6.5,1.35,854,0.6546023517453762,0.3924811805498696,4.305235095054345,3.6013506325283036,0.49999999999999994,0.8660254037844387,77.41884314019086,13.016003741227628
0.0,20.990270048572256,32.33000000000004,0.12821847,0.20433491672355902,-14.356860368187995,19.3,2.980618635743943,2.89591193827178,6.5,1.36,853,0.6832498633015318,0.39315633164056646,4.226151691786901,3.368147919410702,0.49999999999999994,0.8660254037844387,77.41884314019086,13.024986894068817
0.0,20.990270048572256,32.05000000000001,0.12821847,0.23065951555932987,-12.358545769001914,19.0,2.9601050959108397,2.91235066461494,6.5,1.36,848,0.7098503034689916,0.3863538207288321,4.226151691786901,3.368147919410702,0.49999999999999994,0.8660254037844387,77.41884314019086,13.029478470489416
0.0,20.841218259257687,30.91500000000002,0.12826449,0.23616976460885017,-8.553397452118476,18.8,2.8154087194227095,2.9014215940827497,6.3,1.38,897,0.6922615384947631,0.3533958895005616,3.695090896552274,3.9916413224112612,0.49999999999999994,0.8660254037844387,77.41884314019086,13.146259457424954
0.0,21.220828054284596,31.20500000000004,0.12750304,0.2281734083478449,-9.640157842288957,19.0,3.0204248861443626,2.9496883350525844,6.4,1.35,794,0.8369274733227768,0.42864730396203266,4.306364363664386,2.7747117165162782,0.49999999999999994,0.8660254037844387,77.42333471661146,12.8767648721891
0.0,21.220828054284596,31.010000000000048,0.12867045,0.1992125228450163,-11.274549922887413,23.8,3.1354942159291497,2.917770732084279,6.5,1.37,794,0.6649592783054625,0.4024691717778472,4.423279830573902,5.200956017854434,0.49999999999999994,0.8660254037844387,77.42333471661146,12.921680636395074
0.0,21.220828054284596,30.480000000000015,0.12867045,0.23178152040717245,-10.083994182046055,22.3,3.1179499062782403,2.9231615807191558,6.5,1.36,812,0.6426588778690944,0.38963877539044384,4.419276697644966,5.136930394405904,0.49999999999999994,0.8660254037844387,77.42333471661146,12.93066378923627
0.0,20.990270048572256,31.735000000000017,0.12867045,0.2997841262917287,-8.050670425687931,23.3,3.015534900850171,2.990719731730447,6.5,1.36,828,0.25919092706177066,0.40293198793667795,4.4366973224200565,0.0,0.49999999999999994,0.8660254037844387,77.42333471661146,13.002529011965834
0.0,20.841218259257687,32.26500000000004,0.12821847,0.18176873735077348,-13.233755611006218,19.2,2.760009940032921,2.8622008809294686,6.3,1.37,877,0.6353026843604861,0.3955210930245254,3.8892306246140134,4.692574094561121,0.49999999999999994,0.8660254037844387,77.42333471661146,13.092360540377783
0.0,20.841218259257687,31.05000000000001,0.12826449,0.2505715802153671,-10.745532680664372,19.1,2.809402695362498,2.970414465569701,6.4,1.37,894,0.7690431639826705,0.35818130880127735,3.691892184018485,3.973689218992729,0.49999999999999994,0.8660254037844387,77.42333471661146,13.141767881004355
0.6161837409300348,20.722510786979456,31.625000000000057,0.12826449,0.18913466146419958,-15.620605857049922,19.2,2.884800712846709,2.8791984572980396,6.3,1.38,910,0.3436702472457048,0.3487647936590309,3.637484178397499,4.492948200765981,0.49999999999999994,0.8660254037844387,77.42333471661146,13.150751033845552
0.0,21.70538681604529,32.10500000000002,0.12750304,0.20853245522921812,-13.534548000343063,17.5,3.0252910757955354,2.8507065015037334,6.6,1.36,749,0.8865162383729233,0.39665720136307836,4.171697890447189,0.0,0.49999999999999994,0.8660254037844387,77.42782629303201,12.84532383724492
0.0,21.220828054284596,32.170000000000016,0.12750304,0.19944162683028205,-9.741817904008464,17.7,3.077312260546414,2.8791984572980396,6.5,1.36,775,0.685801265270362,0.43546070814354476,4.217262531168658,3.603009021813696,0.49999999999999994,0.8660254037844387,77.42782629303201,12.858798566506707
0.0,21.220828054284596,30.480000000000015,0.12867045,0.2008741465827501,-9.547806451731157,21.2,3.139832617527748,2.9496883350525844,6.5,1.38,814,0.6616386598520273,0.38963877539044384,4.419276697644966,5.136930394405904,0.49999999999999994,0.8660254037844387,77.42782629303201,12.93066378923627
0.0,21.220828054284596,30.390000000000043,0.12867045,0.28012844298894707,-8.023263235722563,19.5,3.1354942159291497,2.8735646395797834,6.5,1.35,814,0.6334078714260637,0.3873547323568358,4.419276697644966,5.136930394405904,0.49999999999999994,0.8660254037844387,77.42782629303201,12.939646942077466
0.0,21.220828054284596,31.17500000000001,0.12867045,0.18515623529386688,-12.718922164846703,21.1,3.152736022363656,2.856470206220483,6.5,1.35,822,0.7911374928711048,0.3943509423670979,4.419421263144679,5.257684909178694,0.49999999999999994,0.8660254037844387,77.42782629303201,12.944138518498065
0.0,20.990270048572256,32.315000000000055,0.12821847,0.1637811745312256,-12.682887858356974,21.9,3.039749158970765,2.884800712846709,6.4,1.35,836,0.6141105208171045,0.40229770401336673,4.280895413480283,2.818155975737003,0.49999999999999994,0.8660254037844387,77.42782629303201,13.02049531764822
0.0,20.990270048572256,32.315000000000055,0.12821847,0.2829080348471607,-8.362836210655443,20.6,2.9957322735539913,2.917770732084279,6.4,1.36,838,0.3592949487267523,0.40229770401336673,4.280895413480283,2.818155975737003,0.49999999999999994,0.8660254037844387,77.42782629303201,13.024986894068817
0.0,20.841218259257687,31.765000000000043,0.12826449,0.18187170562608876,-13.484412372874672,19.0,2.839078463508614,2.954910279033736,6.4,1.38,877,0.6353040352861026,0.37701287288262636,3.8048969869687643,4.30234032024125,0.49999999999999994,0.8660254037844387,77.42782629303201,13.110326846060175
0.0,20.841218259257687,31.11500000000001,0.12826449,0.2943203701178366,-11.846218300033254,21.0,2.833213344056216,3.077312260546414,6.3,1.37,881,0.23162492258623674,0.36006393166919737,3.7065516433639414,3.6966681119211913,0.49999999999999994,0.8660254037844387,77.42782629303201,13.132784728163166
0.0,21.220828054284596,32.170000000000016,0.12750304,0.1644352970918695,-12.090084892213074,18.3,3.0726933146901194,2.9014215940827497,6.5,1.37,775,0.6920154253665732,0.43546070814354476,4.21452101088028,3.999106321707014,0.49999999999999994,0.8660254037844387,77.43231786945262,12.858798566506707
0.0,21.220828054284596,32.170000000000016,0.12750304,0.16294315250247046,-10.48031775004052,18.3,3.0864866368224555,2.9069010598473755,6.5,1.37,779,0.6826548076285092,0.43546070814354476,4.293231409855307,4.378051580025105,0.49999999999999994,0.8660254037844387,77.43231786945262,12.863290142927305
0.0,21.220828054284596,31.855000000000015,0.12750304,0.25643825569531264,-9.317371266456448,19.8,3.0252910757955354,2.8903717578961645,6.5,1.37,771,0.3085462243665834,0.43505627228560256,4.293231409855307,4.378051580025105,0.49999999999999994,0.8660254037844387,77.43231786945262,12.867781719347903
0.0,21.220828054284596,31.83000000000004,0.12750304,0.20504897135430694,-9.506061745453597,18.3,3.122364924487357,2.9601050959108397,6.5,1.36,773,0.4333537526584463,0.42770713810171124,4.405952985906218,0.0,0.49999999999999994,0.8660254037844387,77.43231786945262,12.881256448609697
0.0,21.220828054284596,31.220000000000027,0.12750304,0.16565536075095322,-10.899100888209379,18.7,3.1570004211501135,3.109060958860994,6.5,1.37,779,0.7747610379465019,0.4159537689358685,4.405952985906218,0.0,0.49999999999999994,0.8660254037844387,77.43231786945262,12.885748025030296
0.0,20.990270048572256,31.19500000000005,0.12867045,0.23328810488908228,-11.06742214079795,21.2,3.034952986707272,2.89591193827178,6.5,1.37,822,0.5629738575886511,0.4149637128386693,4.446470549120346,5.170321504936113,0.49999999999999994,0.8660254037844387,77.43231786945262,12.95761324775986
0.0,20.990270048572256,31.085000000000036,0.12867045,0.18035323759072333,-12.429063836936091,21.7,2.867898902044106,2.8735646395797834,6.4,1.37,849,0.9061068517504792,0.4094920766946251,4.471188144636926,3.1663429155056613,0.49999999999999994,0.8660254037844387,77.43231786945262,12.998037435545235
0.0,20.841218259257687,31.585000000000036,0.12821847,0.23282602847599834,-11.148129516424474,20.3,2.760009940032921,3.0204248861443626,6.3,1.37,867,0.6715759351804382,0.41008599429728426,4.0402976193754,4.831632305151509,0.49999999999999994,0.8660254037844387,77.43231786945262,13.087868963957185
