Rain_log,Temp,LST,SoilMoisture,NDVI,green_fraction_boxcox,Clay,Nitrogen_log,pH,BulkDensity,Elevation,Slope_log,AOD_log,NO2_log,SO2,Month_Sin,Month_Cos,longitude,latitude
1.76661979092493,21.19387805897702,29.656666666666695,0.20544371,0.2594274,-34.52041697265366,23.1,3.044522437723423,6.5,1.35,834,1.1031513050628488,0.40910758901970906,4.085323304895548,0.0001876007234963454,0.49999999999999994,0.8660254037844387,77.40536841092904,12.93066378923627
1.6816563925706904,21.07391838155769,30.02333333333337,0.20544371,0.34181005,-18.73098668606095,21.3,2.9231615807191558,6.5,1.37,841,0.563326893257746,0.44070354353418334,4.033948126841247,0.0002883831379265574,0.49999999999999994,0.8660254037844387,77.40536841092904,12.998037435545235
0.7969088891568967,20.94872936946103,29.200000000000045,0.19658378,0.25556844,-43.90324043484519,20.7,2.970414465569701,6.3,1.37,889,0.7521195204630484,0.4241663378950555,3.7789597105613657,-9.843813802646102e-05,0.49999999999999994,0.8660254037844387,77.40536841092904,13.105835269639577
0.7969088891568967,20.94872936946103,29.970000000000027,0.19658378,0.29102978,-29.472880637833686,21.6,2.917770732084279,6.3,1.37,900,0.5996146048808231,0.4123083065901588,3.708218905030304,-3.900993917766203e-05,0.49999999999999994,0.8660254037844387,77.40536841092904,13.119309998901372
1.7645503852724052,21.19387805897702,28.236666666666736,0.20329419,0.37023687,-21.986111335715922,18.8,2.8735646395797834,6.5,1.37,817,0.5047829253826815,0.4282045950776538,3.9938079633985613,8.86732912675288e-05,0.49999999999999994,0.8660254037844387,77.40985998734965,12.872273295768501
1.7645503852724052,21.19387805897702,28.896666666666704,0.20329419,0.2054573,-41.6225293175656,20.5,2.8213788864092133,6.5,1.37,810,0.7669670433570092,0.4371575548406541,4.034213728699087,0.0001908655605563164,0.49999999999999994,0.8660254037844387,77.40985998734965,12.881256448609697
1.6816563925706904,21.07391838155769,30.380000000000052,0.20544371,0.33520368,-27.66186889761194,22.9,2.9601050959108397,6.5,1.36,863,1.1044089086740845,0.4568621008225613,3.995084725874764,0.0001777972763722137,0.49999999999999994,0.8660254037844387,77.40985998734965,12.96210482418045
1.76661979092493,21.19387805897702,29.463333333333367,0.2117296,0.32263395,-24.74320518186739,23.1,2.9806186357439426,6.4,1.35,808,0.7517804562562581,0.42843265639455613,4.126599994568165,0.0001818192127259496,0.49999999999999994,0.8660254037844387,77.41435156377025,12.93066378923627
1.6816563925706904,21.07391838155769,29.84333333333336,0.2117296,0.421406,-23.74053415321596,21.6,2.884800712846709,6.4,1.37,830,0.7787612776418522,0.45874483403066574,4.147009874450031,0.00039023143826837,0.49999999999999994,0.8660254037844387,77.41435156377025,12.98905428270404
1.6816563925706904,21.07391838155769,29.856666666666683,0.2117296,0.39670816,-19.770208042304876,23.1,2.9014215940827497,6.4,1.36,827,0.2868693547862288,0.45186390427506223,4.124300520203681,0.0002745792028305281,0.49999999999999994,0.8660254037844387,77.41435156377025,12.993545859124637
1.9536081344951606,21.07391838155769,29.660000000000025,0.20626916,0.2735262,-33.508041340107724,19.4,2.9231615807191558,6.4,1.37,853,0.7672788988602967,0.4010342537233532,4.118741343155731,-6.253511896910164e-05,0.49999999999999994,0.8660254037844387,77.41435156377025,13.033970046910014
2.0831173908335945,20.94872936946103,29.385000000000048,0.20626916,0.31205705,-38.92115420299033,19.7,2.89591193827178,6.4,1.38,877,0.6353030234164987,0.45256071563401495,3.8356709173191623,-0.00010052846589078438,0.49999999999999994,0.8660254037844387,77.41435156377025,13.096852116798381
0.7969088891568967,20.94872936946103,29.30000000000001,0.20057148,0.21609744,-48.43443842953461,20.2,2.970414465569701,6.3,1.37,891,0.7178780851000975,0.40910925378715357,3.710690915875337,-3.3002436669254074e-05,0.49999999999999994,0.8660254037844387,77.41435156377025,13.119309998901372
1.7645503852724052,21.19387805897702,28.476666666666688,0.21333915,0.30602202,-25.501335126190785,18.3,2.8791984572980396,6.5,1.36,804,0.4736299835676614,0.4422148221381969,4.023109127677927,0.00013677935129104927,0.49999999999999994,0.8660254037844387,77.41884314019086,12.8767648721891
1.7645503852724052,21.19387805897702,28.596666666666692,0.21333915,0.27498943,-28.857608588116467,19.4,2.9231615807191558,6.5,1.36,795,0.7128759816016224,0.4410896190810933,4.089335081997292,0.0002958688785498133,0.49999999999999994,0.8660254037844387,77.41884314019086,12.890239601450894
